username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
IG: @TamiRoman,TamiRoman,2017-09-14 02:28,4,39,"10:25pm and still no bag delivery from @SouthwestAir I think they just told me that so I would take down the picture of their "workers"",,@SouthwestAir,,"908200801583063040",https://twitter.com/TamiRoman/status/908200801583063040
IG: @TamiRoman,TamiRoman,2017-09-13 23:55,8,244,"So apparently @SouthwestAir found my bag, now I'm just waiting on delivery. All my stuff better be in the bag too",,@SouthwestAir,,"908162185561489408",https://twitter.com/TamiRoman/status/908162185561489408
〰 Just Linda 〰,LindaInDisguise,2017-09-13 21:37,9,36,"Forgot to check in with @SouthwestAir 24 hours in advance so now I'll get dragged behind the plane on a leash.",,@SouthwestAir,,"908127510289944576",https://twitter.com/LindaInDisguise/status/908127510289944576
Denver Int'l Airport,DENAirport,2017-09-13 18:12,8,36,"Visit today from @SouthwestAir new 737MAX8 #AVgeek #PlaneOfTheDay pic.twitter.com/rekP5bs9iy",,@SouthwestAir,#AVgeek #PlaneOfTheDay,"908075992555692032",https://twitter.com/DENAirport/status/908075992555692032
MAGIC GIANT,magicgiant,2017-09-13 17:40,9,26,"New York!! See you at 6:30 in Byrant Park!! @liveinthevineyard @southwestair #inthewind pic.twitter.com/OjJrcKpDwP – at Bryant Park",,@liveinthevineyard @southwestair,#inthewind,"908068007888478208",https://twitter.com/magicgiant/status/908068007888478208
MAGIC GIANT,magicgiant,2017-09-13 15:52,5,24,"NYC! We're doing a pop up acoustic show today in Bryant Park at 6:30 @liveinvineyard @SouthwestAir pic.twitter.com/ZiJJiCugtX",,@liveinvineyard @SouthwestAir,,"908040630710005760",https://twitter.com/magicgiant/status/908040630710005760
IG: @TamiRoman,TamiRoman,2017-09-13 15:35,10,101,"I'm in LA to work, I'm trying not to cry but I'm so pissed! @SouthwestAir messing with my damn money! Deliver my stuff TODAY!!!",,@SouthwestAir,,"908036360149229568",https://twitter.com/TamiRoman/status/908036360149229568
IG: @TamiRoman,TamiRoman,2017-09-13 15:28,1,16,"U should be nervous. VERY NERVOUS - @SouthwestAir is so disappointing-If they gon' pack us in like damn sardines @least keep up w/the bags https:// twitter.com/simplyshauna_/ status/908034031320739840 …",,@SouthwestAir @least,,"908034608997965824",https://twitter.com/TamiRoman/status/908034608997965824
Karla May,JustKarlaMay,2017-09-13 15:11,3,9,"Visiting @SouthwestAir HQ,loved the tour of the social command center.It's all about #SocialCare #southwestcamp @Erika1Romero @Malcomnunn pic.twitter.com/FMfhPrkFzW",,@SouthwestAir @Erika1Romero @Malcomnunn,#SocialCare #southwestcamp,"908030310507524107",https://twitter.com/JustKarlaMay/status/908030310507524107
IG: @TamiRoman,TamiRoman,2017-09-13 15:09,4,18,"I NEED MY STUFF!!! I have to work WTF @SouthwestAir this is ridiculous that you guys are so irresponsible",,@SouthwestAir,,"908029798647177216",https://twitter.com/TamiRoman/status/908029798647177216
Erika Romero,Erika1Romero,2017-09-13 15:08,4,8,"My #SocialMediaCare team visits @SouthwestAir my diverse team #LexusSocial #Lexus @Malcomnunn @dparky94 @Arkeshtho @JustKarlaMay pic.twitter.com/McXbEEqvrc",,@SouthwestAir @Malcomnunn @dparky94 @Arkeshtho @JustKarlaMay,#SocialMediaCare #LexusSocial #Lexus,"908029730502389775",https://twitter.com/Erika1Romero/status/908029730502389775
IG: @TamiRoman,TamiRoman,2017-09-13 15:06,6,41,"WTF is the problem that @SouthwestAir every couple of months loses my DAMN BAGS!!!",,@SouthwestAir,,"908029106159181824",https://twitter.com/TamiRoman/status/908029106159181824
MassChallenge Texas,MassChallengeTX,2017-09-13 14:45,3,8,"Proud to have @SouthwestAir , @USAA & @UPSTREAMthought as MassChallenge Texas founding partners: https:// hubs.ly/H08Df_W0",,@SouthwestAir @USAA @UPSTREAMthought,,"908023722895912961",https://twitter.com/MassChallengeTX/status/908023722895912961
Richard Costigan III,richardcostigan,2017-09-13 13:40,1,29,". @SouthwestAir got one of the new planes for flight to #SanDiego today. pic.twitter.com/HPjMTLqd8q – at Sacramento International Airport (SMF)",,@SouthwestAir,#SanDiego,"908007568324280320",https://twitter.com/richardcostigan/status/908007568324280320
A. McKnight,AnneLMcKnight,2017-09-13 13:20,1,36,"Huge thank you to family friendly @SouthwestAir for accommodating us when we missed our flight due to Chicago traffic. We are ready to go! pic.twitter.com/4UW7gnyUNr",,@SouthwestAir,,"908002397544488960",https://twitter.com/AnneLMcKnight/status/908002397544488960
Bryant Park,bryantparknyc,2017-09-13 11:50,4,6,"#OpryNYC is back this Friday featuring @RyanKinder at @SouthwestAir #SouthwestPorch . Don't miss it! http:// ow.ly/QdXl30f7LpR",,@RyanKinder @SouthwestAir,#OpryNYC #SouthwestPorch,"907979729852084230",https://twitter.com/bryantparknyc/status/907979729852084230
Adventures with Extra Magic,AdvenExtraMagic,2017-09-13 09:08,1,32,"We had another GREAT flight with @SouthwestAir ! Always super impressed with the speed of travel.",,@SouthwestAir,,"907939107715911680",https://twitter.com/AdvenExtraMagic/status/907939107715911680
MAGIC GIANT,magicgiant,2017-09-13 00:28,12,70,"The last thing you wanna see when you open the cockpit door. #liveat35 @southwestair @magicgiant pic.twitter.com/GL8AMZ34Hm – at LGA - Southwest Airlines",,@southwestair @magicgiant,#liveat35,"907808224971247616",https://twitter.com/magicgiant/status/907808224971247616
Brian Whitt,brianpwhitt,2017-09-12 21:35,10,96,"Took picture on my way out of Chicago a while ago, looks cool wanted to share @SouthwestAir pic.twitter.com/4Wg7PpyoYK",,@SouthwestAir,,"907764728822419457",https://twitter.com/brianpwhitt/status/907764728822419457
McCarran Airport,LASairport,2017-09-12 21:01,3,18,"New at LAS: @SouthwestAir curbside kiosks to self-tag your checked bags before you even enter the terminal. #atyourservice #convenience pic.twitter.com/nv9AxJyqpG",,@SouthwestAir,#atyourservice #convenience,"907756177022377984",https://twitter.com/LASairport/status/907756177022377984
MAGIC GIANT,magicgiant,2017-09-12 19:20,7,31,"Ready to rock at 35,000 feet #liveat35 @SouthwestAir @liveinvineyard pic.twitter.com/ByoG5bqc1h – at Chicago Midway International Airport (MDW)",,@SouthwestAir @liveinvineyard,#liveat35,"907730573933805569",https://twitter.com/magicgiant/status/907730573933805569
Musicians On Call,musiciansoncall,2017-09-12 18:39,2,5,"Shoutout to our friends at @SouthwestAir for helping us reach more patients in need with @VUMChealth @BrookeEdenMusic ! https:// twitter.com/SouthwestAir/s tatus/907701587132301312 …",,@SouthwestAir @VUMChealth @BrookeEdenMusic,,"907720239760248832",https://twitter.com/musiciansoncall/status/907720239760248832
Masergy,MASERGY,2017-09-12 16:50,63,2,"We are on this list along with @Spotify and @SouthwestAir and placed #4! https:// buff.ly/2wXHHSf pic.twitter.com/nF38fLIiOk",,@Spotify @SouthwestAir,#4,"907692963945467904",https://twitter.com/MASERGY/status/907692963945467904
Tim Young,TimRunsHisMouth,2017-09-12 15:04,7,36,"Thanks to @SouthwestAir seating, I've basically become Blanche in the reboot of The Golden Girls. pic.twitter.com/9v2I6ocjfz",,@SouthwestAir,,"907666220907991047",https://twitter.com/TimRunsHisMouth/status/907666220907991047
Naomi @ DragonCon Popalley 427,NaomiRomeroArt,2017-09-12 14:51,2,102,"A sad and defeated box but a box that is home, nonetheless! Thank you, @SouthwestAir !! Now to start shipping BNHA dogs! pic.twitter.com/0WRFBXXOgs",,@SouthwestAir,,"907663052551675904",https://twitter.com/NaomiRomeroArt/status/907663052551675904
Håvard Nygaard,FaZe_rainCS,2017-09-12 14:32,0,131,"Stop being so freaking nice ...",,,,"907658304989618177",https://twitter.com/FaZe_rainCS/status/907658304989618177
FaZe Jasper,jzpr,2017-09-12 14:29,0,115,"not happening. sorry.",,,,"907657546697248769",https://twitter.com/jzpr/status/907657546697248769
Håvard Nygaard,FaZe_rainCS,2017-09-12 14:28,1,314,"yes good legspace pic.twitter.com/oU3OehwAAJ",,,,"907657058861899777",https://twitter.com/FaZe_rainCS/status/907657058861899777
Epitácio,TACOCS,2017-09-12 14:24,0,88,"Being honest I love it as well! Thanks for everything @SouthwestAir it's always a pleasure to fly with you!",,@SouthwestAir,,"907656064723820545",https://twitter.com/TACOCS/status/907656064723820545
Bart Scott,BartAScott,2017-09-12 13:53,2,14,"Hey @SouthwestAir shout out to Nahum who just helped me on the I-FLY-SW #. Great service. Very helpful. Thanks!",,@SouthwestAir,#,"907648328913080320",https://twitter.com/BartAScott/status/907648328913080320
NatSciTeachAssoc,NSTA,2017-09-12 11:00,6,7,"Win one of 27 round-trip tickets to an #NSTA17 Area Conference this fall, from @SouthwestAir and #NSTA http:// nstatravel2017.hscampaigns.com",,@SouthwestAir,#NSTA17 #NSTA,"907604716531666944",https://twitter.com/NSTA/status/907604716531666944
Sorboni,sorbonified,2017-09-12 10:12,3,5,"Check flights! mine on Thurs was cancelled to let @SouthwestAir regroup but Wed is normal so don't assume later in week is safer. https:// twitter.com/flytpa/status/ 907559862418198528 …",,@SouthwestAir,,"907592724026720256",https://twitter.com/sorbonified/status/907592724026720256
Jeromy Bailey 🥁☕️,JeromyABailey,2017-09-12 07:04,2,12,"Finally going home! @southwestair , we meet again! . . . #swapic ###airplane #fly #flight #texas #california http:// ift.tt/2wXoBx6 pic.twitter.com/FBX8nj3nMz",,@southwestair,#swapic # # #airplane #fly #flight #texas #california,"907545370267353088",https://twitter.com/JeromyABailey/status/907545370267353088
Travel - State Dept,TravelGov,2017-09-11 21:07,38,18,"Book these @SouthwestAir flights by calling 1-800-528-6535 or visiting the Southwest Airlines ticket counter at SJU. https:// twitter.com/TravelGov/stat us/907389775405076481 …",,@SouthwestAir,,"907395306525949952",https://twitter.com/TravelGov/status/907395306525949952
Travel - State Dept,TravelGov,2017-09-11 20:45,43,23,". @SouthwestAir & @united offering flights out of #PuertoRico tomorrow, Sept. 12, if you need to book onward travel after being evacuated. pic.twitter.com/VvdV4NhiqT",,@SouthwestAir @united,#PuertoRico,"907389775405076481",https://twitter.com/TravelGov/status/907389775405076481
UserTesting,usertesting,2017-09-11 18:17,2,6,". @SouthwestAir voted the best online experience. Who has the worst? by @grantkmartin @forbes #CX #travel #Airlines http:// bit.ly/2w2h41d",,@SouthwestAir @grantkmartin @forbes,#CX #travel #Airlines,"907352352239136768",https://twitter.com/usertesting/status/907352352239136768
Woodys Aeroimages,AeroimagesChris,2017-09-11 17:11,5,19,". @SouthwestAir N417WN #TheRollinWKing departs PAE after maintenance at ATS. pic.twitter.com/A0KMLZr9it",,@SouthwestAir,#TheRollinWKing,"907335738001256448",https://twitter.com/AeroimagesChris/status/907335738001256448
Fisher House WI,FisherHouseWI,2017-09-11 14:53,4,8,"We love @SouthwestAir now more than ever! https:// twitter.com/klgandhoda/sta tus/907298193225871360 …",,@SouthwestAir,,"907301036695715840",https://twitter.com/FisherHouseWI/status/907301036695715840
Randy Phillips,RandyPCD,2017-09-11 14:46,1,29,"A wonderful SWA flight attendant (Jan) handed me this! @pcdguys loves @southwestair too! pic.twitter.com/3zlSJISuGT",,@pcdguys @southwestair,,"907299362556051456",https://twitter.com/RandyPCD/status/907299362556051456
Katie Walls,KatieWallsWSB,2017-09-11 13:43,21,6,". @ATLairport is cancelling at least 800 flights today. @SouthwestAir also cancelling outbound and inbound flights this PM.",,@ATLairport @SouthwestAir,,"907283543570644992",https://twitter.com/KatieWallsWSB/status/907283543570644992
CLT Airport,CLTAirport,2017-09-11 13:42,5,4,". @SouthwestAir has suspended operations at #CLT until 9:30 tomorrow (Tuesday) morning. Please contact Southwest for more info.",,@SouthwestAir,#CLT,"907283260878848000",https://twitter.com/CLTAirport/status/907283260878848000
Kasim Reed,KasimReed,2017-09-11 13:32,5,7,"A very important update if you plan on flying @SouthwestAir from @ATLairport today. #Irma #StayVigilant https:// twitter.com/atlairport/sta tus/907275560413536256 …",,@SouthwestAir @ATLairport,#Irma #StayVigilant,"907280798520397824",https://twitter.com/KasimReed/status/907280798520397824
Atlanta Airport,ATLairport,2017-09-11 13:12,20,13,"Update for our @SouthwestAir passengers. Please check with your airline for flight status. https:// twitter.com/tomreganwsb/st atus/907261546161733633 …",,@SouthwestAir,,"907275560413536256",https://twitter.com/ATLairport/status/907275560413536256
Carol Costello,CarolHLN,2017-09-11 12:43,4,7,"CONFIRMED: @SouthwestAir has canceled flights to and from Atlanta starting at 1 p.m. today. Expected to resume normal operations Tues.",,@SouthwestAir,,"907268325658419200",https://twitter.com/CarolHLN/status/907268325658419200
Sarah Valerio,Sarah_SV,2017-09-11 12:35,6,29,"Southwest Airlines flies shelter animals out of Houston http:// thehill.com/blogs/blog-bri efing-room/349806-southwest-airlines-flies-shelter-animals-out-of-houston … @SouthwestAir you rock! Thank you for helping them!",,@SouthwestAir,,"907266376234160128",https://twitter.com/Sarah_SV/status/907266376234160128
FOX 5 Atlanta,FOX5Atlanta,2017-09-11 11:31,23,11,"JUST IN: @SouthwestAir cancels all of its Atlanta flights after 1 p.m.",,@SouthwestAir,,"907250216851709952",https://twitter.com/FOX5Atlanta/status/907250216851709952
Nat Shupe,NatShupe,2017-09-11 01:21,67,104,"Shout out to @SouthwestAir http://www. onecountry.com/southwest-hurr icane-harvey-dogs-2482885040.html …",,@SouthwestAir,,"907096805174738944",https://twitter.com/NatShupe/status/907096805174738944
Heather M. Ditmars,HeatherMDitmars,2017-09-10 22:57,3,12,"Leaving California (again) and feeling so happy to be up in the air! Thanks @SouthwestAir ! #Travel #UpInTheAir #InFlight #Ttot #DigitalNomad pic.twitter.com/qnhUAry6J8",,@SouthwestAir,#Travel #UpInTheAir #InFlight #Ttot #DigitalNomad,"907060399987707906",https://twitter.com/HeatherMDitmars/status/907060399987707906
TravelPulse,TravelPulse,2017-09-10 21:20,7,11,"We probably all wish we could've been on this flight! @SouthwestAir flew a plane full of pets out of Texas: https:// hubs.ly/H08Bl120 pic.twitter.com/8dz0yQF9fD",,@SouthwestAir,,"907035967755833344",https://twitter.com/TravelPulse/status/907035967755833344
Britt Moreno,BrittMorenoTV,2017-09-10 21:05,0,25,"Another reason why @SouthwestAir is my fav! Thank you for the kind gift! #bachelorette #bacheloretteparty #Nashville #denver #co pic.twitter.com/gzwfOlTBy5",,@SouthwestAir,#bachelorette #bacheloretteparty #Nashville #denver #co,"907032358024384512",https://twitter.com/BrittMorenoTV/status/907032358024384512
Soul Of EverLe,SoulOfEverLe,2017-09-10 14:37,3,26,"This article just made my day. There's so much LovE in this world @SouthwestAir @HWAC @OPAtweeters http:// people.com/pets/southwest -airlines-cabin-orphan-dogs-cats-harvey-struck-texas/ …",,@SouthwestAir @HWAC @OPAtweeters,,"906934591054852097",https://twitter.com/SoulOfEverLe/status/906934591054852097
Sandra Hess,realsandrahess,2017-09-10 14:12,5,25,"Kudos to @SouthwestAir ! I will be flying with you more often because of this! http://www. boredpanda.com/orphan-dogs-ca ts-rescued-southwest-airlines-harvey-texas/?utm_source=facebook&utm_medium=link&utm_campaign=pawmygosh …",,@SouthwestAir,,"906928351171846145",https://twitter.com/realsandrahess/status/906928351171846145
dianne b,diannembromley,2017-09-10 05:53,7,5,"Thankyou so very much .",,,,"906802926026358784",https://twitter.com/diannembromley/status/906802926026358784
Brooke Gittings,BrookeGittings,2017-09-09 22:09,3,19,"Usually, I'm pretty easy going, but @SouthwestAir you are on my list. It's not okay to cancel my ticket and then not give me my money back!",,@SouthwestAir,,"906686157387431937",https://twitter.com/BrookeGittings/status/906686157387431937
Stacie Lee,stacielee1313,2017-09-09 21:01,5,39,"So much for @SouthwestAir after I heard they waived pet fees for evacuees & the last flight out? Has been & will remain my fav airline",,@SouthwestAir,,"906668901181751296",https://twitter.com/stacielee1313/status/906668901181751296
Kenny P.,kennyp1021,2017-09-09 20:40,2,26,"My mom is on that flight. Thank you so much @SouthwestAir for having an employee evac flight!",,@SouthwestAir,,"906663732398477312",https://twitter.com/kennyp1021/status/906663732398477312
BWI Fire and Rescue,BWIFire,2017-09-09 17:42,22,101,"Earlier after morning checks boys took a great pic against a even better background. @SouthwestAir @BWI_Airport @BWIFire @FireDawg43 pic.twitter.com/XXXXPLXg7c",,@SouthwestAir @BWI_Airport @BWIFire @FireDawg43,,"906618733719904258",https://twitter.com/BWIFire/status/906618733719904258
Kara DeFrias,karadefrias,2017-09-09 16:45,6,55,"10 towels 15 cans 20 blankets 202 lb dog food For the @SouthwestAir flew from Houston to San Diego. Thx to my friends who pitched in $ pic.twitter.com/JXC1NiHhw3",,@SouthwestAir,,"906604501397733376",https://twitter.com/karadefrias/status/906604501397733376
Heather O'Neill,HeatherKONeill,2017-09-09 14:14,3,79,"Aaaaaaaand there is a reason they call it #southworst @SouthwestAir",,@SouthwestAir,#southworst,"906566411132190720",https://twitter.com/HeatherKONeill/status/906566411132190720
Danielle Maltby,daniellemmaltby,2017-09-09 11:52,1,67,"Stay safe love!!!",,,,"906530674873597953",https://twitter.com/daniellemmaltby/status/906530674873597953
Astrid Loch,astrid_loch,2017-09-09 11:52,6,162,"Thank you @SouthwestAir pic.twitter.com/MMqW9H9CJn",,@SouthwestAir,,"906530654803910657",https://twitter.com/astrid_loch/status/906530654803910657
Astrid Loch,astrid_loch,2017-09-09 11:17,12,573,"There's no better airline than @SouthwestAir !! Never raised ticket prices and waived the dog fee for my pup today so we can get out safely",,@SouthwestAir,,"906522027699437569",https://twitter.com/astrid_loch/status/906522027699437569
Tara Setmayer,TaraSetmayer,2017-09-09 09:41,14,67,"Kudos @SouthwestAir !!! They were needed in South Florida a few days ago for the people trying to flee #Irma w/pets! https:// twitter.com/houstonchron/s tatus/906218462741233665 …",,@SouthwestAir,#Irma,"906497861935931392",https://twitter.com/TaraSetmayer/status/906497861935931392
tess gerritsen,tessgerritsen,2017-09-09 09:03,2,39,"Thank you @SouthwestAir for being so cheerful this early in the morning. Great to fly with people who seem really happy just to be at work.",,@SouthwestAir,,"906488331567091712",https://twitter.com/tessgerritsen/status/906488331567091712
Jeff Darlington,JeffDarlington,2017-09-09 04:38,16,157,"I totally understood 3-hour delay on tarmac given heavy air traffic from FLL, and yet @southwestair still issued $100 voucher. Above/beyond!",,@southwestair,,"906421478685540352",https://twitter.com/JeffDarlington/status/906421478685540352
Red Stethoscope,RedStethoscope,2017-09-09 00:39,1,44,"Thanks @SouthwestAir for getting my mom out of FL tonight & for holding her connection so she could make it to final destination! We you!",,@SouthwestAir,,"906361350292729856",https://twitter.com/RedStethoscope/status/906361350292729856
Woodys Aeroimages,AeroimagesChris,2017-09-09 00:19,3,11,"Delivered: @SouthwestAir N8708Q #737MAX departed BFI as SWA8700 pic.twitter.com/xtoHuCSPF8",,@SouthwestAir,#737MAX,"906356461957111808",https://twitter.com/AeroimagesChris/status/906356461957111808
David Berke,berkeslaw,2017-09-08 23:41,1,20,"Funny, and sweet, thanks.",,,,"906346714822459393",https://twitter.com/berkeslaw/status/906346714822459393
One Green Planet,OneGreenPlanet,2017-09-08 22:00,12,35,". @SouthwestAir Gave #Animals Stranded in #HurricaneHarvey a Lift to Their New Homes – and It's Too Cute http://www. onegreenplanet.org/news/southwest -airlines-helped-animals-in-harvey/ … #Pets pic.twitter.com/jJtcdPCoUf",,@SouthwestAir,#Animals #HurricaneHarvey #Pets,"906321304894222341",https://twitter.com/OneGreenPlanet/status/906321304894222341
Payne Hertz,Painhertzz,2017-09-08 21:53,18,184,"Who's a good pilot and airline? YOU are a good pilot and airline! Yes, YOU! Thanks @SouthwestAir",,@SouthwestAir,,"906319499397353472",https://twitter.com/Painhertzz/status/906319499397353472
Brian Forsythe,RealBrianDamage,2017-09-08 21:24,0,26,"Leaving Denver, Baltimore here I come! @DENAirport @SouthwestAir @KIXtheband pic.twitter.com/DSZSIS8D2E",,@DENAirport @SouthwestAir @KIXtheband,,"906312406544117761",https://twitter.com/RealBrianDamage/status/906312406544117761
Kendra James,Kendrajames13,2017-09-08 21:13,1,28,"I just got a travel voucher for all of the delays and craziness yesterday. Thanks @SouthwestAir",,@SouthwestAir,,"906309543969251328",https://twitter.com/Kendrajames13/status/906309543969251328
kelly stocker,kellyjstocker,2017-09-08 18:57,3,11,"As usual, @SouthwestAir nails it: Flies Cabin Full of Dogs and Cats Rescued From Harvey-Struck Texas http:// bit.ly/2j9ErzK",,@SouthwestAir,,"906275309833658368",https://twitter.com/kellyjstocker/status/906275309833658368
Laurel Aynne Cook,LaurelAynne,2017-09-08 17:21,3,11,"SO proud of @SamWoodWV for her marketing internship with a company whose employees donated > $600K for #HurricaneHarvey (W2G @SouthwestAir ) pic.twitter.com/askAcTBYJE",,@SamWoodWV @SouthwestAir,#HurricaneHarvey,"906251172142567424",https://twitter.com/LaurelAynne/status/906251172142567424
Laird Kay,laird_kay,2017-09-08 14:42,4,13,"More previews! Rotate of @evaairus 777 while @southwestair 737 holds and watches his Boeing big brother take off from @flylaxairport pic.twitter.com/wLYDSDnhXB",,@evaairus @southwestair @flylaxairport,,"906211163809001472",https://twitter.com/laird_kay/status/906211163809001472
Gavin Werbeloff,Travel_Buddha,2017-09-08 13:21,41,83,"Earlier this week there was a @SouthwestAir 733 whose final flight was ferrying rescued animals from Harvey. pic.twitter.com/DOYZ0vwZFW",,@SouthwestAir,,"906190656825159684",https://twitter.com/Travel_Buddha/status/906190656825159684
LastChanceForAnimals,LC4A,2017-09-08 13:13,65,34,"Thank you @SouthwestAir for helping all of the animals caught in #HurricaneHarvey . https:// twitter.com/SouthwestAir/s tatus/905567433490141184 …",,@SouthwestAir,#HurricaneHarvey,"906188814468517889",https://twitter.com/LC4A/status/906188814468517889
Kimberly Willingham Hubbard,kimiwillingham,2017-09-08 13:04,12,11,"Good job @SouthwestAir ! https:// twitter.com/thehill/status /906186383844405249 …",,@SouthwestAir,,"906186561284431873",https://twitter.com/kimiwillingham/status/906186561284431873
Dr. Luke Wood,DrLukeWood,2017-09-08 11:27,3,15,"Response to microaggressions on @SouthwestAir . I don't want free miles, or vouchers, or drinks. I don't want her fired. I want her trained. pic.twitter.com/E31gvqH1Ce",,@SouthwestAir,,"906162188179578881",https://twitter.com/DrLukeWood/status/906162188179578881
Amy Trask,AmyTrask,2017-09-08 11:03,7,64,"Well done @SouthwestAir - really well done - thank you - and hi.",,@SouthwestAir,,"906156135991787520",https://twitter.com/AmyTrask/status/906156135991787520
Jason Roy,jasonroy429,2017-09-08 10:59,0,56,"Shout out to the most amazing agent in @SouthwestAir history... Arisha who just helped my wife and I get out of Orlando. #Legend",,@SouthwestAir,#Legend,"906154988707209216",https://twitter.com/jasonroy429/status/906154988707209216
Radney Foster,RadneyFoster,2017-09-08 09:34,4,42,"Hey @SouthwestAir Can you add some more flights out of Florida? That sure would help right now. Show us that SW luv.",,@SouthwestAir,,"906133737779449857",https://twitter.com/RadneyFoster/status/906133737779449857
Shannon,shannon7568,2017-09-08 07:54,7,36,"#hero and @SouthwestAir you rock! This is why you are my go to airline!!!!!",,@SouthwestAir,#hero,"906108360927404032",https://twitter.com/shannon7568/status/906108360927404032
Jennifer Epstein,jenepsteinfox13,2017-09-08 05:20,7,5,"Local airports: St. Pete/Clearwater closing at 11am today and @SouthwestAir canceling flights from @FlyTPA starting at 5pm Saturday.",,@SouthwestAir @FlyTPA,,"906069745132294144",https://twitter.com/jenepsteinfox13/status/906069745132294144
Michael Cuffe,MikeCuffe,2017-09-08 03:49,4,7,"Caught a few minutes of #Auroraborealis #NorthernLights action while flying over Michigan on @SouthwestAir tonight! pic.twitter.com/0d2mKrJrMq",,@SouthwestAir,#Auroraborealis #NorthernLights,"906046789115158532",https://twitter.com/MikeCuffe/status/906046789115158532
Ben Holcomb,oklahomachaser,2017-09-08 02:27,0,22,"Ready to chase #irma . @SouthwestAir is going to hate me when I bring all that with me to the airport tomorrow. pic.twitter.com/fqj16bR6C0 – at Norman Clique Headquarters",,@SouthwestAir,#irma,"906026099204800513",https://twitter.com/oklahomachaser/status/906026099204800513
Challen Cates,ChallenCates,2017-09-08 02:09,12,42,"Thank you @SouthwestAir for spreading your wings to help save animals! https:// twitter.com/southwestair/s tatus/905567433490141184 …",,@SouthwestAir,,"906021732355497985",https://twitter.com/ChallenCates/status/906021732355497985
Suzanne Gomez,Chico6,2017-09-08 01:56,5,13,"@SouthwestAir !! Nice work!! https:// twitter.com/people/status/ 906007356764512256 …",,@SouthwestAir,,"906018460936712192",https://twitter.com/Chico6/status/906018460936712192
Fred Fletcher,ChiefFletcher,2017-09-07 23:31,3,22,"Reason #1,795 why I @SouthwestAir http://www. huffingtonpost.com/entry/shelter- animals-flown-out-of-houston_us_59b15bb4e4b0354e440fea67?ncid=engmodushpmg00000004 …",,@SouthwestAir,#1,"905981940049657856",https://twitter.com/ChiefFletcher/status/905981940049657856
Mike Allan,DJMikeAllan,2017-09-07 21:56,2,19,"When @Michaelraymusic 's head may or may not be resting on your shoulder. Great times tonight- my brother! @opry @SouthwestAir pic.twitter.com/26UARerO6v",,@Michaelraymusic @opry @SouthwestAir,,"905958009314177025",https://twitter.com/DJMikeAllan/status/905958009314177025
#SpaceCat,CelebuCat,2017-09-07 21:52,7,41,"We Southwest again they show why they are #Pawsome Thank YOU pic.twitter.com/nC7wgCicTq",,,#Pawsome,"905957096927125504",https://twitter.com/CelebuCat/status/905957096927125504
Kimberly Ventre,KimberlyVentre,2017-09-07 21:50,22,20,"Way to go @SouthwestAir ! You got rid of that @SeaWorld partnership & now you keep showing the luv to more animals. http://www. huffingtonpost.com/entry/shelter- animals-flown-out-of-houston_us_59b15bb4e4b0354e440fea67 …",,@SouthwestAir @SeaWorld,,"905956587658817536",https://twitter.com/KimberlyVentre/status/905956587658817536
Patricia Alexandra,PAAAZA,2017-09-07 21:37,15,19,"Poor #MattAndMika ! You'd think they would make an exception. #HuricaneIrma #MiamiAirport #Pets #Dog @SouthwestAir @united @AmericanAir pic.twitter.com/e5sWc9XDPe",,@SouthwestAir @united @AmericanAir,#MattAndMika #HuricaneIrma #MiamiAirport #Pets #Dog,"905953113269575680",https://twitter.com/PAAAZA/status/905953113269575680
carey helmick,careyhelmick,2017-09-07 19:09,1,16,"broke: @SouthwestAir hold music is annoying woke: hold music is for dancing (: bespoke: hold music iS FOR EAT pic.twitter.com/Fg4dPYyx3L",,@SouthwestAir,,"905916071126990849",https://twitter.com/careyhelmick/status/905916071126990849
Danielle Dozier WPXI,DanielleDozier,2017-09-07 19:03,10,89,"Over #Indiana . 1st time on @SouthwestAir ! Flight attendant: "Fasten seat belts tightly, pilots want to try something they saw in a movie." pic.twitter.com/taqHCaaizZ",,@SouthwestAir,#Indiana,"905914567036940289",https://twitter.com/DanielleDozier/status/905914567036940289
Woodys Aeroimages,AeroimagesChris,2017-09-07 18:56,7,21,"Delivered: @SouthwestAir takes delivery of another #737MAX . N8705Q departed BFI as #SWA8700 pic.twitter.com/TyqkNlyvMU",,@SouthwestAir,#737MAX #SWA8700,"905912673136717825",https://twitter.com/AeroimagesChris/status/905912673136717825
Points of Light,PointsofLight,2017-09-07 17:47,4,7,". @SouthwestAir just flew a cabin full of animals out of storm-hit Houston: http:// bit.ly/2eKCrsM #Harvey #HarveyPetsFlight pic.twitter.com/5F9rtn1jUH",,@SouthwestAir,#Harvey #HarveyPetsFlight,"905895199028658176",https://twitter.com/PointsofLight/status/905895199028658176
Orlando International Airport,MCO,2017-09-07 17:37,9,23,"Heavy departure traffic expected today & tmr. Construction limiting @SouthwestAir curb space. Drop-off @VirginAtlantic / @JetBlue as option. pic.twitter.com/OKfYGRWKUd",,@SouthwestAir @VirginAtlantic @JetBlue,,"905892682341462016",https://twitter.com/MCO/status/905892682341462016
Brimstone™,entrancetohell,2017-09-07 14:35,14,27,"Kudos to my reps at @SouthwestAir who went above & beyond to help me figure out my account and make sure everything was in order! #Southwest pic.twitter.com/UrrmgZhuPH",,@SouthwestAir,#Southwest,"905847095789281280",https://twitter.com/entrancetohell/status/905847095789281280
