username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,col1,col2,col3
Jean Chatzky,JeanChatzky,2018-02-02 12:17,6,18,"Just when I thought #GoogleFlights couldn’t get anymore helpful, they added a feature that shows you “basic economy” info — like if that price includes baggage, overhead space, or the ability to pick a seat for @AmericanAir , @Delta , & @united flights. http:// ti.me/2s4CVUh",,@AmericanAir @Delta @united,#GoogleFlights,"9,5943046322296E+017",https://twitter.com/JeanChatzky/status/959430463222960128,,,
mayalen noriega,maiafish,2018-02-02 05:15,23,19,"DON'T EVEN THINK OF FLYING WITH @americanair It's been more than a month since they destroyed my mountainbike, I have sent them all the paperwork they needed, I have called them and sent them emails and they have not responded. It is a shame how they treat their costumers pic.twitter.com/zuZllg16uj",,@americanair,,"9,59324410187575E+017",https://twitter.com/maiafish/status/959324410187575297,,,
tiLLie,whoistillie,2018-02-02 00:28,9,82,still trying to maximize on grief. FUCK U @AmericanAir pic.twitter.com/YQY41caXKa,,@AmericanAir,,"9,59252166165676E+017",https://twitter.com/whoistillie/status/959252166165676032,,,
John Mackey,Ostimusic,2018-02-02 00:25,4,129,Thank you to the @AmericanAir social media team. You guys hustled and found my laptop that I foolishly left under my seat - and you did it while I was on my next 45 minute connecting flight. THANK YOU AMERICAN AIRLINES - the social media team in particular!,,@AmericanAir,,"9,59251321990844E+017",https://twitter.com/Ostimusic/status/959251321990844416,,,
Christina Saull,MiddleSeatView,2018-02-01 23:00,4,15,"I love this news! Thank you @AmericanAir , @Delta , @united , @JetBlue , @AlaskaAir , @HawaiianAir , @FlyFrontier , @SpiritAirlines & @SouthwestAir ! I can't wait to see my favorite DC museum revolutionized. https://www. washingtonpost.com/entertainment/ museums/nine-airlines-donate-28-million-to-air-and-space-museum-for-makeover/2018/01/30/3d5262c6-0526-11e8-b48c-b07fea957bd5_story.html?utm_term=.b676a288b460 …",,@AmericanAir @Delta @united @JetBlue @AlaskaAir @HawaiianAir @FlyFrontier @SpiritAirlines @SouthwestAir,,"9,59230022602166E+017",https://twitter.com/MiddleSeatView/status/959230022602166275,,,
VictoryOfTheLight,KibBitzLaw,2018-02-01 22:30,385,531,". @Comey - Remember when you were appointed U.S. Attorney for Southern District of New York in Jan. 2002 then ignored your obligation to investigate the put options placed on 450,000 shares of @AmericanAir stock just days before 9/11? https:// twitter.com/Comey/status/9 59197429156466689 …",,@Comey @AmericanAir,,"9,59222442135826E+017",https://twitter.com/KibBitzLaw/status/959222442135826432,,,
Secret Flying,SecretFlying,2018-02-01 21:43,9,13,"Baltimore to Sacramento, California (& vice versa) for only $144 roundtrip with @AmericanAir . http://www. secretflying.com/posts/baltimor e-sacramento-california-vice-versa-143-roundtrip/ … pic.twitter.com/tRqTp9Vj0M",,@AmericanAir,,"9,59210604937462E+017",https://twitter.com/SecretFlying/status/959210604937461761,,,
airfarewatchdog,airfarewatchdog,2018-02-01 12:50,10,19,#LosAngeles #LAX to #Bridgetown #Barbados $349 round-trip on @AmericanAir http:// bit.ly/2Evbu8J #airfare #flights pic.twitter.com/aurxJKlSfk,,@AmericanAir,#LosAngeles #LAX #Bridgetown #Barbados #airfare #flights,"9,59076431908151E+017",https://twitter.com/airfarewatchdog/status/959076431908151296,,,
Airbus in the U.S,AirbusInTheUS,2018-02-01 11:43,7,28,Delighted to learn about our customers' massive donation to @airandspace for exhibition facelift. Shout out to @AmericanAir @united @JetBlue @Delta @AlaskaAir @FlyFrontier @HawaiianAir @SpiritAirlines http:// ow.ly/FZfk30i8rxU,,@airandspace @AmericanAir @united @JetBlue @Delta @AlaskaAir @FlyFrontier @HawaiianAir @SpiritAirlines,,"9,5905952018097E+017",https://twitter.com/AirbusInTheUS/status/959059520180969472,,,
Anthony Martorina,ant_kneee,2018-02-01 11:23,8,32,It's a beautiful morning to @fly2ohare on @AmericanAir Most people head south in the winter! We're heading North for a hot bowl of french onion soup in @Montreal @ChooseChicago @mtlgazette @CBCMontreal pic.twitter.com/LMh0IcS3lL,,@fly2ohare @AmericanAir @Montreal @ChooseChicago @mtlgazette @CBCMontreal,,"9,59054523900756E+017",https://twitter.com/ant_kneee/status/959054523900755969,,,
producerpete,producer_pete,2018-02-01 10:00,0,35,I can tell this is gonna be quite a trip on @AmericanAir to #SFO already. The lady in 1A has not one but two full size dogs at her feet (but no peacocks). The lady in 2C literally hip checked me out of the way the second that boarding started. 5 hours & 44 mins of fun awaits!,,@AmericanAir,#SFO,"9,59033810036953E+017",https://twitter.com/producer_pete/status/959033810036953088,,,
Secret Flying,SecretFlying,2018-01-31 23:50,18,31,Baltimore to the Bahamas for only $273 roundtrip with @AmericanAir . http://www. secretflying.com/posts/baltimor e-bahamas-295-roundtrip/ … pic.twitter.com/ZFhXc0AobH,,@AmericanAir,,"9,58880186950287E+017",https://twitter.com/SecretFlying/status/958880186950287361,,,
Secret Flying,SecretFlying,2018-01-31 23:16,9,28,Non-stop from Miami to Belize for only $68 one-way (or $198 roundtrip) with @AmericanAir . http://www. secretflying.com/posts/summer-m iami-belize-201-roundtrip/ … pic.twitter.com/lPfc3vW4y6,,@AmericanAir,,"9,58871752301359E+017",https://twitter.com/SecretFlying/status/958871752301359109,,,
PHLAirport,PHLAirport,2018-01-31 22:23,58,191,"The #Eagles pride is soaring this week at #PHLairport ! @AmericanAir went all out for fans traveling to the #SuperBowl with a celebration at Gate B9 that included @Eagles cheerleaders and the Pep Band, while @NBCPhiladelphia broadcasted live. #FlyEaglesFly #FlyPhillyFly #GoBirds ! pic.twitter.com/izFKgWNeJF",,@AmericanAir @Eagles @NBCPhiladelphia,#Eagles #PHLairport #SuperBowl #FlyEaglesFly #FlyPhillyFly #GoBirds,"9,58858271456219E+017",https://twitter.com/PHLAirport/status/958858271456219141,,,
Alicia LaLone,AliciaLalone,2018-01-31 21:37,7,10,Tonight’s #BlueMoon @@CLTAirport #cltwx @AmericanAir pic.twitter.com/UcJh0wEaY1 – at Charlotte Douglas International Airport (CLT),,@ @CLTAirport @AmericanAir,#BlueMoon #cltwx,"9,5884683143322E+017",https://twitter.com/AliciaLalone/status/958846831433220098,,,
Dave Schrader,dcschrader,2018-01-31 20:46,1,19,Nice touch @AmericanAir . #FlyEaglesFly #superbowlbound @Eagles pic.twitter.com/TGj2wVuXKX,,@AmericanAir @Eagles,#FlyEaglesFly #superbowlbound,"9,58833998788268E+017",https://twitter.com/dcschrader/status/958833998788268033,,,
Chelsea Kreiner,ChelseaKreiner,2018-01-31 20:43,7,184,In 2017 I earned Gold Status with @RoyalCaribbean and @AmericanAir . 2018 Goal: All Platinum Everything.,,@RoyalCaribbean @AmericanAir,,"9,58833222892315E+017",https://twitter.com/ChelseaKreiner/status/958833222892314624,,,
Miguel Martinez-Valle,MiguelMValle,2018-01-31 19:51,9,43,. @Eagles Party happening on @AmericanAir flights headed from Philly to Minneapolis. #SuperBowl hype in full swing! #WeWantIt @NBCPhiladelphia pic.twitter.com/XbEYu5TjvB – at Philadelphia International Airport (PHL),,@Eagles @AmericanAir @NBCPhiladelphia,#SuperBowl #WeWantIt,"9,5881998229665E+017",https://twitter.com/MiguelMValle/status/958819982296649728,,,
Nelly Korda,NellyKorda,2018-01-31 19:14,1,69,"Yup, didn’t make it... waited 10 minutes for my carry on bag and then proceeded to sprint the entire airport... thanks @AmericanAir https:// twitter.com/nellykorda/sta tus/958799963005341696 …",,@AmericanAir,,"9,58810859907797E+017",https://twitter.com/NellyKorda/status/958810859907796992,,,
SOBEWFF,SOBEWFF,2018-01-31 19:00,5,13,"Meet 3 trailblazing women who have succeeded in the historically male-dominated restaurant industry, @nina_compton @chef_amar & @stephanieizard . Beyond the Line: Women in the Industry, @AmericanAir Panel @WineSpectator Trade Day hosted by @SGWineSpirits http:// bit.ly/2rSbUmQ pic.twitter.com/u9mnF6NIws",,@nina_compton @chef_amar @stephanieizard @AmericanAir @WineSpectator @SGWineSpirits,,"9,58807156354142E+017",https://twitter.com/SOBEWFF/status/958807156354142209,,,
GeminiJets,GeminiJets,2018-01-31 18:53,2,11,"ON APPROACH! @GeminiJets 1:200-scale @AmericanAir @Boeing @BoeingAirplanes 737 MAX 8, item G2AAL704. See a list of global retailers at http://www. geminijets.com #GeminiJets #Gemini200 #AmericanAirlines #American #Boeing #b737max pic.twitter.com/19UswS8kLR",,@GeminiJets @AmericanAir @Boeing @BoeingAirplanes,#GeminiJets #Gemini200 #AmericanAirlines #American #Boeing #b737max,"9,58805438815912E+017",https://twitter.com/GeminiJets/status/958805438815911936,,,
Bam Bam Brandon Rios,Brandon_Rios1,2018-01-31 18:40,2,16,"As an Ambassador for @IAmHOPE , I would like to thank @AmericanAir for their ongoing support of our mission, ""to improve the quality of life for children with cancer and their families"" #WeAreHOPE #AA pic.twitter.com/CYPEzi8MYA",,@IAmHOPE @AmericanAir,#WeAreHOPE #AA,"9,58802079169987E+017",https://twitter.com/Brandon_Rios1/status/958802079169986560,,,
Kathy,kjj1969,2018-01-31 14:30,1,10,Definitely @JetBlue is the way to fly with a special needs child. @AmericanAir not accommodating & wants to charge to sit us in the 1st row @JetBlue never charges,,@JetBlue @AmericanAir @JetBlue,,"9,58739214010651E+017",https://twitter.com/kjj1969/status/958739214010650624,,,
Angela Shaw,AShawDPD,2018-01-31 13:14,1,11,Attending @ADL_National Implicit Bias Training for Law Enforcement - Thank you @AmericanAir for hosting us #TrainingTheBest #ServiceFirst #OurExcellenceBeginsWithYou pic.twitter.com/VrbD4R2ll8,,@ADL_National @AmericanAir,#TrainingTheBest #ServiceFirst #OurExcellenceBeginsWithYou,"9,58720258486997E+017",https://twitter.com/AShawDPD/status/958720258486996993,,,
Oklahoma State Univ.,okstate,2018-01-31 13:00,2,16,Fighting the winter blues? Escape to somewhere warmer with direct flights from #SWO through @AmericanAir ! http://www. FlyStillwaterOK.com #okstate pic.twitter.com/c57KOZw5FY,,@AmericanAir,#SWO #okstate,"9,58716584872366E+017",https://twitter.com/okstate/status/958716584872366080,,,
Elissa Barrett,elissab,2018-01-31 10:41,1,17,Email from @AmericanAir letting me know I'm about to lose my elite status = me being home more. #lifeworkbalance #family #workingmom #Hubspot,,@AmericanAir,#lifeworkbalance #family #workingmom #Hubspot,"9,58681659552932E+017",https://twitter.com/elissab/status/958681659552931840,,,
Woodys Aeroimages,AeroimagesChris,2018-01-30 22:47,6,19,. @AmericanAir #737MAX N310RF rolled out of final assembly without its @CFM_engines also. pic.twitter.com/ApVvR5tNN7,,@AmericanAir @CFM_engines,#737MAX,"9,58501948759597E+017",https://twitter.com/AeroimagesChris/status/958501948759597056,,,
airfarewatchdog,airfarewatchdog,2018-01-30 21:11,6,16,"#SanDiego #SAN to #Shanghai #China #PVG $455 round-trip for #ChineseNewYear and #travel throughout 2018 on @United , @AmericanAir , @Delta , or @AirCanada http:// bit.ly/2Fsh4b9 #airfare #flights pic.twitter.com/pQ7TNBz21f",,@United @AmericanAir @Delta @AirCanada,#SanDiego #SAN #Shanghai #China #PVG #ChineseNewYear #travel #airfare #flights,"9,58477820153311E+017",https://twitter.com/airfarewatchdog/status/958477820153311233,,,
PHLAirport,PHLAirport,2018-01-30 18:10,52,214,Our partner @AmericanAir is the proud official airline of the @Eagles All American flights to @mspairport this week are outfitted with special rally towels to get everyone pumped for the big game including ex-Eagle @BaldyNFL #FlyEaglesFly #SuperBowlLII pic.twitter.com/H7GrRgnBmW,,@AmericanAir @Eagles @mspairport @BaldyNFL,#FlyEaglesFly #SuperBowlLII,"9,58432330405818E+017",https://twitter.com/PHLAirport/status/958432330405818368,,,
David Ludwig,DLudwigMusic,2018-01-30 17:50,1,10,"PDX->DFW->PHL: A happy @BellaHristova and me—coming home from #Portland after a great time and some amazing concerts at @chambermusicnw ! Thanks for the lift, @AmericanAir ! pic.twitter.com/TVVBRWM6Es",,@BellaHristova @chambermusicnw @AmericanAir,#Portland,"9,58427216743883E+017",https://twitter.com/DLudwigMusic/status/958427216743882752,,,
Alfred Spellman,AlfredSpellman,2018-01-30 17:26,5,11,". @AmericanAir please confirm that you will accommodate me and my emotional support manatee on my MIA-LAX nonstop, thanks http://www. foxnews.com/travel/2018/01 /30/woman-denied-emotional-support-peacock-on-united-flight.html …",,@AmericanAir,,"9,58421261083869E+017",https://twitter.com/AlfredSpellman/status/958421261083869184,,,
Secret Flying,SecretFlying,2018-01-30 15:37,8,19,"SUMMER: Atlanta to Cancun, Mexico for only $264 roundtrip with @AmericanAir . http://www. secretflying.com/posts/atlanta- cancun-mexico-249-roundtrip/ … pic.twitter.com/7t7fCnU0S5",,@AmericanAir,,"9,58393842713195E+017",https://twitter.com/SecretFlying/status/958393842713194496,,,
Preston & Steve Show,PrestonSteve933,2018-01-30 11:40,2,46,""" @AmericanAir placed a rally towel on every seat, we were waving them around, there was a great energy on the plane right our to Minneapolis"" - @VaiSikahema #FlyEaglesFly",,@AmericanAir @VaiSikahema,#FlyEaglesFly,"9,58334056835486E+017",https://twitter.com/PrestonSteve933/status/958334056835485696,,,
PHLAirport,PHLAirport,2018-01-30 11:13,5,11,"It's #Nationalplanforvacationday You can fly from #PHLairport to 125+ cities worldwide and our non-stop route map grows this year with @AmericanAir adding 10 destinations, @FlyFrontier adding 4 cities and @AerLingus arriving in March with flights to Dublin. pic.twitter.com/vdgBd65pbx",,@AmericanAir @FlyFrontier @AerLingus,#Nationalplanforvacationday #PHLairport,"9,58327243763307E+017",https://twitter.com/PHLAirport/status/958327243763306496,,,
Lansing Chamber,LansingChamber,2018-01-30 11:00,7,5,We need your help to keep @AmericanAir service in our community. American Airlines has filed with the @FAANews and @USDOT to retain service between @flylansing and @Reagan_Airport . Take action today: http://www. flylansing.com/SupportAmerican pic.twitter.com/xWq5qrbQqa,,@AmericanAir @FAANews @USDOT @flylansing @Reagan_Airport,,"9,58324103315968E+017",https://twitter.com/LansingChamber/status/958324103315968000,,,
SHAH,kissnation77,2018-01-30 06:54,5,18,#WITNESSED @RondaRousey Drive History LIVE @ufc #184 • Will Do So Again #Apr8 @WWE @WrestleMania @MBSuperdome T|Y @Ticketmaster @AmericanAir And @aceneworleans #ROWDY2018 #ANDStill WorldWide pic.twitter.com/9oeBBl3KD6,,@RondaRousey @ufc @WWE @WrestleMania @MBSuperdome @Ticketmaster @AmericanAir @aceneworleans,#WITNESSED #184 #Apr8 #ROWDY2018 #ANDStill,"9,58262254281077E+017",https://twitter.com/kissnation77/status/958262254281076736,,,
ABC13 Houston,abc13houston,2018-01-30 02:30,7,8,"Instagram star @JenSelter was kicked off an @AmericanAir flight after an argument with a crew members, but she says she didn't do anything wrong. WATCH THE VIDEO AND YOU DECIDE: http:// abc13.co/2EkWXfw pic.twitter.com/FhJCLhNrS5",,@JenSelter @AmericanAir,,"9,58195594476081E+017",https://twitter.com/abc13houston/status/958195594476081152,,,
Chase Carter,loyalandtrue86,2018-01-30 00:55,5,90,I want to love my job as much as the flight attendant on tonight’s AA3338 flight from DFW to SWO. @AmericanAir please look her up and give her a raise! – at Dallas/Fort Worth International Airport (DFW),,@AmericanAir,,"9,58171828018729E+017",https://twitter.com/loyalandtrue86/status/958171828018728964,,,
Elyse Bertram,elysek72,2018-01-29 23:42,6,165,"So great meeting @KurtBusch on @AmericanAir to Las Vegas today. He was so kind to even offer to switch seats with my daughter, who was sitting in coach pic.twitter.com/TCP4qbpckI – at McCarran International Airport (LAS)",,@KurtBusch @AmericanAir,,"9,58153443100696E+017",https://twitter.com/elysek72/status/958153443100696576,,,
Emil & Dariel,EmilandDariel,2018-01-29 23:28,5,43,"Hey @AmericanAir , would you be so kind as to train your employees that a ""cello"" is actually and indeed a ""musical instrument""? It's not cool to be told that you can't gate check a cello due to it not being a musical instrument, especially when you're flying first class",,@AmericanAir,,"9,58149911152914E+017",https://twitter.com/EmilandDariel/status/958149911152914432,,,
XXL Magazine,XXL,2018-01-29 23:15,25,89,"""So I show her my ticket and the whole plane just laughs at her Stupid bitch. @AmericanAir is the best airline for racial discrimination. This is why I’m #teamdelta @Delta ."" https:// trib.al/OItsnfX",,@AmericanAir @Delta,#teamdelta,"9,58146511979844E+017",https://twitter.com/XXL/status/958146511979843590,,,
