text,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
"Early flight to Hagerstown, MD to hang with @1047WAYZ lunchtime concert #free #powerofgarth @SouthwestAir #southweststorytellers #tunesday #freeconcert @UncleNearest pic.twitter.com/v6h8RaJSqU",Early flight Hagerstown MD hang lunchtime concert free powerofgarth southweststorytellers tunesday freeconcert pic twitter com v h RaJSqU,1,21,1,0,18,1,0,0,5,10, Early flight Cooperstown MD hang lunchtime concert free powerboat southwest storytellers tunes day free concert pic twitter com v h Rajahs
Alright @SouthwestAir you’re really making a gal stress this time around. Now I’m missing my luggage!!! #help #needmystuff #canigetacredit,Alright really making gal stress time around Now I missing luggage help needmystuff canigetacredit,0,13,1,0,18,1,0,0,3,8, Alright really making gal stress time around Now I missing luggage help stuffiness accreditation
Another @SouthwestAir flight back to Orlando! Bye bye Vegas it’s been fun. pic.twitter.com/v2mayI9iS0,Another flight back Orlando Bye bye Vegas fun pic twitter com v mayI iS,0,14,0,0,13,1,0,0,0,5, Another flight back Orlando Bye bye Vegas fun pic twitter com v may I is
"@_delconte Watching our Longhorns from 32,000 ft up on @SouthwestAir . Think they'll get mad if I shout #HOOKEMHORNS ? Just checked...they fly to Omaha! Let's roll! pic.twitter.com/fWCWGtl3pn",Watching Longhorns ft Think get mad I shout HOOKEMHORNS Just checked fly Omaha Let roll pic twitter com fWCWGtl pn,1,20,1,0,27,1,0,0,1,12, Watching Longhorns ft Think get mad I shout SHOEHORNS Just checked fly Omaha Let roll pic twitter com  on
"Tammie Jo Shults, former @USNavy fighter pilot, safely landed @SouthwestAir 1380. Once on the ground, Shults thanked the passengers for their bravery. She is a woman who deserves to be celebrated and championed for her service and heroism. https:// shar.es/1LULEc #ChampionWomen pic.twitter.com/X4kaYRfG1c",Tammie Jo Shults former fighter pilot safely landed Once ground Shults thanked passengers bravery She woman deserves celebrated championed service heroism https shar es LULEc ChampionWomen pic twitter com X kaYRfG c,0,32,0,2,40,1,0,0,1,12, Tammie Jo Shuts former fighter pilot safely landed Once ground Shuts thanked passengers bravery She woman deserves celebrated championed service heroism HTTP share es Lucile Champion Women pic twitter com X kayaking c
"When asked why his job couldn't be done by a woman, Akbar Al Baker @qatarairways said: Of course it has to be led by a man because it is a very challenging position."" Perhaps he missed the news about @SouthwestAir 's Tammie Jo Shults? #IWcul #ChampionWomen https:// shar.es/aneNEQ""",When asked job done woman Akbar Al Baker said Of course led man challenging position Perhaps missed news Tammie Jo Shults IWcul ChampionWomen https shar es aneNEQ,0,27,2,1,45,1,0,0,2,12, When asked job done woman Akbar Al Baker said Of course led man challenging position Perhaps missed news Tammie Jo Shuts Cumuli Champion Women HTTP share es anent
Just getting started with @DUALIPA in our @SouthwestAir #SoundStage ! pic.twitter.com/F7gRBu8cwo,Just getting started SoundStage pic twitter com F gRBu cwo,0,11,0,0,11,1,0,0,1,5, Just getting started Sound Stage pic twitter com F gr Bu cow
"Thank you @SouthwestAir for getting me on a flight home to #Denver tonight after a travel debacle with another airline and thank you for the free drink ticket. I need it!! This is why I travel #Southwest 99% of the time, great customer service pic.twitter.com/FB1qy8hVEn",Thank getting flight home Denver tonight travel debacle another airline thank free drink ticket I need This I travel Southwest time great customer service pic twitter com FB qy hVEn,1,28,1,4,40,1,0,0,2,8, Thank getting flight home Denver tonight travel debacle another airline thank free drink ticket I need This I travel Southwest time great customer service pic twitter com BF qt hen
look at the @UHouston #footballstadium by @DLRGroup glowing at dusk as we were able to return earlier back to #Houston because the help of @SouthwestAir #Julie in #DSM ! thank you. #gocoogs pic.twitter.com/ytdkxBwawl,look footballstadium glowing dusk able return earlier back Houston help Julie DSM thank gocoogs pic twitter com ytdkxBwawl,1,21,0,2,31,0,0,0,5,11, look football stadium glowing dusk able return earlier back Houston help Julie DAM thank googles pic twitter com 
"Chicago you were good to me, but @SouthwestAir put a damper on things when they canceled my flight home! #stuckinchicago #baseball #vacation #noworkmonday pic.twitter.com/L2LLffBVVT",Chicago good put damper things canceled flight home stuckinchicago baseball vacation noworkmonday pic twitter com L LLffBVVT,0,18,1,1,22,1,0,0,4,8, Chicago good put damper things canceled flight home Chicagoan baseball vacation workaround pic twitter com L 
"A3: Tweeting from @SouthwestAir !! High fives, fist bumps, telling my Ss and Ts they matter. Specific praise abt something I’ve seen or heard abt from someone else on campus. Make a big deal abt small accomplishments! #bekindEDU",A Tweeting High fives fist bumps telling Ss Ts matter Specific praise abt something I seen heard abt someone else campus Make big deal abt small accomplishments bekindEDU,0,27,1,1,36,1,0,0,1,10, A Tweeting High fives fist bumps telling SS Ts matter Specific praise bat something I seen heard bat someone else campus Make big deal bat small accomplishments Dedekind
"Oh @SouthwestAir Flight#2650 was delayed leaving DC, understandable the unprofessional demeanor & terrible customer service during the flight was NOT! Passengers practically tied to seats the majority of flight & children denied access to bathrooms!",Oh Flight delayed leaving DC understandable unprofessional demeanor terrible customer service flight NOT Passengers practically tied seats majority flight children denied access bathrooms,2,23,3,1,31,1,0,0,1,7, Oh Flight delayed leaving DC understandable unprofessional demeanor terrible customer service flight NOT Passengers practically tied seats majority flight children denied access bathrooms
Today is like...presenting on Ar and Vr at a mobile learning conference and you fly @SouthwestAir and can check a bag. @MergeVR @jeffreypow pic.twitter.com/zQ5deTPWXO,Today like presenting Ar Vr mobile learning conference fly check bag pic twitter com zQ deTPWXO,0,19,0,0,24,1,0,0,0,6, Today like presenting Ar Vt mobile learning conference fly check bag pic twitter com z detox
And the GRAND PRIZE WINNER of our #ATXTVTag Social Challenge is @evonne28 ! She's won a 55 @rokuplayer TV by @SharpHomeUSA ,And GRAND PRIZE WINNER ATXTVTag Social Challenge She TV,4,10,0,4,17,1,0,0,1,6, And GRAND PRIZE WINNER  Social Challenge She TV
Thanks to the crew on @SouthwestAir 5569 from MDW to OMA today - they made a not so great flight a lot more fun! pic.twitter.com/vHIVYnNqmN,Thanks crew MDW OMA today made great flight lot fun pic twitter com vHIVYnNqmN,2,15,0,1,24,1,0,0,0,4, Thanks crew MEW OMS today made great flight lot fun pic twitter com 
Waiting for your @SouthwestAir flight at @flystl just got tastier: @ThreeKingsPub is open Next stop for the @tastemakersPBS crew: Seattle! pic.twitter.com/lyFORQ11iO – at Lambert-St. Louis International Airport (STL),Waiting flight got tastier open Next stop crew Seattle pic twitter com lyFORQ iO Lambert St Louis International Airport STL,1,24,0,0,28,1,0,0,0,11, Waiting flight got tastier open Next stop crew Seattle pic twitter com formerly i Lambert St Louis International Airport ST
Hope I don't have to get Medieval on @SouthwestAir but it might be headed that way,Hope I get Medieval might headed way,0,7,0,0,16,1,0,0,0,2, Hope I get Medieval might headed way
"First, only @SouthwestAir gets to call me conjon. It’s Mr. Conjon to you. Second, square up in the lobby of hostel des artist, Rome 8 pm. I win: my face on the tail of all your planes. I lose: i’ll fly with the luggage. https:// twitter.com/vueling/status /1005850831399411712 …",First gets call conjon It Mr Conjon Second square lobby hostel des artist Rome pm I win face tail planes I lose fly luggage https twitter com vueling status,0,27,0,0,48,1,0,0,0,18, First gets call conjoin It Mr Conjoin Second square lobby hostel eds artist Rome pm I win face tail planes I lose fly luggage HTTP twitter com dueling status
. @TroopCandiceKHP & I are ready to board @SouthwestAir from @KCIAirport . Excited for #USEOW18 pic.twitter.com/qdkz0p7zbf,I ready board Excited USEOW pic twitter com qdkz p zbf,1,13,0,2,14,1,0,0,1,8, I ready board Excited USE OW pic twitter com  p bf
Just got to Austin for Subiendo Academy 2018 @SubiendoAcademy Thank you @SouthwestAir for the flight! https:// twitter.com/subiendoacadem y/status/1005820322950631424 …,Just got Austin Subiendo Academy Thank flight https twitter com subiendoacadem status,0,13,0,1,18,1,0,0,0,7, Just got Austin Subtend Academy Thank flight HTTP twitter com nonacademic status
Some of our participants are currently arriving to Austin for the 2018 @SubiendoAcademy ! Thank you @SouthwestAir for providing flights for these rising leaders! @UTAustin #subiendo2018 pic.twitter.com/eI220IMVLS,Some participants currently arriving Austin Thank providing flights rising leaders subiendo pic twitter com eI IMVLS,1,18,0,1,26,1,0,0,1,7, Some participants currently arriving Austin Thank providing flights rising leaders subtend pic twitter com e IMPELS
Heading to the West Coast this summer? We'll get you there! San Diego on @FlyFrontier (starts in Aug.) LA on @SouthwestAir and @SpiritAirlines Seattle on @AlaskaAir (starts in Sept.) San Francisco on @united Salt Lake City on @Delta (starts in July) pic.twitter.com/7helN8WPli,Heading West Coast summer We get San Diego starts Aug LA Seattle starts Sept San Francisco Salt Lake City starts July pic twitter com helN WPli,1,31,0,0,42,1,0,0,0,16, Heading West Coast summer We get San Diego starts Aug LA Seattle starts Sept San Francisco Salt Lake City starts July pic twitter com hell Pliny
"For years, @SouthwestAir has helped make college dreams come true. Looking forward to welcoming @EMERGEfellows to @FandMCollege soon ... Safe travels! https:// twitter.com/emergefellows/ status/1005776422978441216 …",For years helped make college dreams come true Looking forward welcoming soon Safe travels https twitter com emergefellows status,0,21,0,2,23,1,0,0,0,11, For years helped make college dreams come true Looking forward welcoming soon Safe travels HTTP twitter com emerge fellows status
"Yo fuck @SouthwestAir these motherfuckers fucked around and dropped us off In Indianapolis instead of Chicago and said it was “close enough” and told us to find a way home and they wouldn’t pay for the trip or hotels, @SouthwestAir is whack",Yo fuck motherfuckers fucked around dropped us In Indianapolis instead Chicago said close enough told us find way home pay trip hotels whack,0,24,1,0,41,1,0,0,0,6, Yo fuck motherfuckers fucked around dropped us In Indianapolis instead Chicago said close enough told us find way home pay trip hotels whack
kudos to the @SouthwestAir crew on flight #5425 from PHL to LAS. our flight attendant was one of the nicest we’ve met and the whole team responded quickly to a medical emergency mid-flight.,kudos crew flight PHL LAS flight attendant one nicest met whole team responded quickly medical emergency mid flight,2,19,1,2,30,1,0,0,1,5, kudos crew flight FL LAS flight attendant one nicest met whole team responded quickly medical emergency mid flight
. @SouthwestAir flight attendant (joking): “Just wanted to let you guys know that the other flight attendant on this plane is my ex. So expect a lot of trouble on this flight.” I love flying with Southwest.,flight attendant joking Just wanted let guys know flight attendant plane ex So expect lot trouble flight I love flying Southwest,0,19,1,1,35,1,0,0,0,7, flight attendant joking Just wanted let guys know flight attendant plane ex So expect lot trouble flight I love flying Southwest
Thank you @SouthwestAir for loosing my golf clubs. Just as I am about to leave for Europe early this week for tournaments.This could screw up all my schedule and cost thousands of $ in cancellations #flysomeoneelse,Thank loosing golf clubs Just I leave Europe early week tournaments This could screw schedule cost thousands cancellations flysomeoneelse,0,17,0,1,35,1,0,0,1,5, Thank loosing golf clubs Just I leave Europe early week tournaments This could screw schedule cost thousands cancellations someone
"Pack your bags and get excited for DEN's newest destination! Today, @SouthwestAir begins operating once weekly between DEN and @IFlyBeaches (Panama City, FL)! Explore the white-sand beaches in this Florida Panhandle city - the perfect summer getaway! pic.twitter.com/zsY7o3O7dt",Pack bags get excited DEN newest destination Today begins operating weekly DEN Panama City FL Explore white sand beaches Florida Panhandle city perfect summer getaway pic twitter com zsY O dt,3,32,0,2,36,1,0,0,0,12, Pack bags get excited DEN newest destination Today begins operating weekly DEN Panama City FL Explore white sand beaches Florida Panhandle city perfect summer getaway pic twitter com syn O st
"Earlier this week our pilot on @SouthwestAir said mother nature has been very cantankerous lately"" while describing the turbulence and now I cannot get the word ""cantankerous"" out of my head.""",Earlier week pilot said mother nature cantankerous lately describing turbulence I cannot get word cantankerous head,0,16,0,0,31,1,0,0,0,4, Earlier week pilot said mother nature cantankerous lately describing turbulence I cannot get word cantankerous head
"My Fast Park driver reminded me I’m in section “G” for “golf.” I’m in a brand new @SouthwestAir 737 at lucky number gate 9. A-List, window seat, off to Boston to play golf and fight cancer. Then I meet Lois. We have agreed to be lifelong friends. Great start. pic.twitter.com/cqZegSCfkE",My Fast Park driver reminded I section G golf I brand new lucky number gate A List window seat Boston play golf fight cancer Then I meet Lois We agreed lifelong friends Great start pic twitter com cqZegSCfkE,0,32,0,3,47,1,0,0,0,13, My Fast Park driver reminded I section G golf I brand new lucky number gate A List window seat Boston play golf fight cancer Then I meet Lois We agreed lifelong friends Great start pic twitter com 
Excellent staff and crew for @SouthwestAir flight #2313. Makes traveling with students from @KCIAirport and @SToursofAmerica and super easy and enjoyable. Thank you! pic.twitter.com/mJYLoJrTod,Excellent staff crew flight Makes traveling students super easy enjoyable Thank pic twitter com mJYLoJrTod,0,18,0,4,20,1,0,0,1,7, Excellent staff crew flight Makes traveling students super easy enjoyable Thank pic twitter com 
See you in court @SouthwestAir https:// twitter.com/taylorjr_4/sta tus/1005142030421561344 …,See court https twitter com taylorjr sta tus,0,9,0,0,9,1,0,0,0,5, See court HTTP twitter com Taylor sat toes
I love you @SouthwestAir . #vegasbound #mvp pic.twitter.com/vpafzQBJaH,I love vegasbound mvp pic twitter com vpafzQBJaH,0,8,0,1,7,1,0,0,2,5, I love eastbound MVP pic twitter com 
. @SouthwestAir is offering 'A-List' status if you are an elite member on another airline https:// buff.ly/2xWhDuL,offering A List status elite member another airline https buff ly xWhDuL,0,12,0,1,16,0,0,0,0,5, offering A List status elite member another airline HTTP buff l 
Thank you to all at @Bonnaroo for the party last night. Thank you to @SouthwestAir and @Fly_Nashville for the free Chewy Bars this evening! Aloha! 2 bonus points if you can guess what song @BigRedOnKeys is shredding. pic.twitter.com/Hhv1yglGiU,Thank party last night Thank free Chewy Bars evening Aloha bonus points guess song shredding pic twitter com Hhv yglGiU,0,25,0,4,34,1,0,0,0,9, Thank party last night Thank free Chewy Bars evening Aloha bonus points guess song shredding pic twitter com HHS Belgium
"A gentleman passed out and got sick on the plane. The @SouthwestAir flight attendants were amazing! They were caring, super professional, and they worked efficiently. Bravo to the three lovely attendants on flight 2550 from RNO to LAX",A gentleman passed got sick plane The flight attendants amazing They caring super professional worked efficiently Bravo three lovely attendants flight RNO LAX,2,21,1,4,33,1,0,0,0,6, A gentleman passed got sick plane The flight attendants amazing They caring super professional worked efficiently Bravo three lovely attendants flight NO LAX
I just wanna be like my mom when I grow up tbh.. she did the Cupid shuffle with the @SouthwestAir employees in the airport this morning pic.twitter.com/hXIwY7qyxz,I wanna like mom I grow tbh Cupid shuffle employees airport morning pic twitter com hXIwY qyxz,0,16,0,1,26,1,0,0,0,3, I wanna like mom I grow tb Cupid shuffle employees airport morning pic twitter com WYSIWYG 
Mood Lighting: @SouthwestAir doing their best to Rock The Red for @Capitals fans on their way home from Las Vegas. #ALLCAPS #StanleyCupChampions pic.twitter.com/pR21LgSo5Q,Mood Lighting best Rock The Red fans way home Las Vegas ALLCAPS StanleyCupChampions pic twitter com pR LgSo Q,1,20,0,2,21,1,0,0,2,7, Mood Lighting best Rock The Red fans way home Las Vegas ALL CAPS Championships pic twitter com pr Lg So Q
"My @SouthwestAir flight to BWI just ended with the flight attendant yelling, “Let’s go Caps! We got the Cup, ya’ll.” Hahahaha. #ALLCAPS #Stanley",My flight BWI ended flight attendant yelling Let go Caps We got Cup ya Hahahaha ALLCAPS Stanley,2,16,0,0,23,1,0,0,2,9, My flight BI ended flight attendant yelling Let go Caps We got Cup ya Yamaha ALL CAPS Stanley
"Weather delay and re route in MCO, let’s hope they can get some departures out to the northwest. @SouthwestAir always courteous and informative during this process. pic.twitter.com/nLIs9wHIOD",Weather delay route MCO let hope get departures northwest always courteous informative process pic twitter com nLIs wHIOD,1,19,1,1,25,1,0,0,0,6, Weather delay route MO let hope get departures northwest always courteous informative process pic twitter com enlist whined
The pilot on my @SouthwestAir flight just announced that today our plane is taking a fallen member of the Navy for his final flight home. Such a sad day for his parents. So thankful for the freedom people like him provide people like me.,The pilot flight announced today plane taking fallen member Navy final flight home Such sad day parents So thankful freedom people like provide people like,0,23,2,4,38,1,0,0,0,4, The pilot flight announced today plane taking fallen member Navy final flight home Such sad day parents So thankful freedom people like provide people like
I took a plane to Virginia to play baseball. @SouthwestAir lost my bag with all of my baseball gear,I took plane Virginia play baseball lost bag baseball gear,0,10,1,0,18,1,0,0,0,2, I took plane Virginia play baseball lost bag baseball gear
"If the second plane has any sort of delay, we got you @DrLupoOnTwitch .",If second plane sort delay got,0,6,0,0,14,1,0,0,0,3, If second plane sort delay got
"Show me where in the tweet I blamed Southwest Wait I didn't Cool, k bye",Show tweet I blamed Southwest Wait I Cool k bye,0,8,0,0,15,1,0,0,0,2, Show tweet I blamed Southwest Wait I Cool k bye
"I'm already booked on a different flight. I'm watching my original flight, which I was at the gate for, depart now. Unless you can get me on that plane, it's already too late.",I already booked different flight I watching original flight I gate depart Unless get plane already late,0,14,0,0,33,1,0,0,0,9, I already booked different flight I watching original flight I gate depart Unless get plane already late
NOOOOOOOOOOOOOOO. ASK @steveaoki TO PLAY AT HIS HOUSE.,NOOOOOOOOOOOOOOO ASK TO PLAY AT HIS HOUSE,7,5,0,0,8,1,0,0,0,3,  ASK TO PLAY AT HIS HOUSE
Thanks again for another great flight today @SouthwestAir Sew ya on tomorrow’s flight back home for my show at #CMAFest2018 #southwest pic.twitter.com/4gICb7NUo4,Thanks another great flight today Sew ya tomorrow flight back home show CMAFest southwest pic twitter com gICb NUo,0,20,0,1,21,1,0,0,2,5, Thanks another great flight today Sew ya tomorrow flight back home show Manifest southwest pic twitter com ICBM No
Pretty cool to be on a flight with @HonorFlightNV flying with about 30 Nevada veterans! Great job on the decorations @SouthwestAir . #grateful #GodBlessAmerica pic.twitter.com/FHpATxo1qo,Pretty cool flight flying Nevada veterans Great job decorations grateful GodBlessAmerica pic twitter com FHpATxo qo,0,18,0,3,22,1,0,0,2,7, Pretty cool flight flying Nevada veterans Great job decorations grateful Americanization pic twitter com Footpath q
"It's 5:30 AM in DC, time for @SouthwestAir to take me to see the @TinCaps . pic.twitter.com/Cx2ZOTtR7M",It AM DC time take see pic twitter com Cx ZOTtR M,2,11,0,0,17,1,0,0,0,7, It AM DC time take see pic twitter com C Trotter M
Caps got the cup and I got the ring and the man @DarrenMHaynes @wusa9 @EITMonline @SouthwestAir pic.twitter.com/LRRCvK7RYw – at Las Vagas,Caps got cup I got ring man pic twitter com LRRCvK RYw Las Vagas,0,17,0,0,21,1,0,0,0,6, Caps got cup I got ring man pic twitter com  Raw Las Vargas
Hey @BarackObama & @HillaryClinton ! Want to get away ? Fly @SouthwestAir ! https:// twitter.com/WhiteHouse/sta tus/1004735592289132547 …,Hey Want get away Fly https twitter com WhiteHouse sta tus,0,14,0,0,17,1,0,0,0,11, Hey Want get away Fly HTTP twitter com White House sat toes
Spotted in Livermore from my @SouthwestAir flight home. May the Force be With You! @starwars @HamillHimself @theforcenet @MikeKlimo pic.twitter.com/c2hZQu1SpC,Spotted Livermore flight home May Force With You pic twitter com c hZQu SpC,0,17,0,0,19,1,0,0,0,8, Spotted Liver more flight home May Force With You pic twitter com c Hz Sp
"Dear @SouthwestAir - SAT gate agent Lori Henry made my day this evening! She was empathetic, persistent & the reason I'm getting home tonight. Thank you Lori!!! pic.twitter.com/rslc45Be3Z",Dear SAT gate agent Lori Henry made day evening She empathetic persistent reason I getting home tonight Thank Lori pic twitter com rslc Be Z,1,23,0,1,27,1,0,0,0,9, Dear SAT gate agent Lori Henry made day evening She empathetic persistent reason I getting home tonight Thank Lori pic twitter com slicer Be Z
"We were told by @SouthwestAir we’d be delayed, and a groan rippled across the boarding area. Then we found out why: an incoming @HonorFlight at DCA - everyone erupted in cheers! Thank you to these WWII and Korea vets for your bravery and service. pic.twitter.com/HjdH3GK125",We told delayed groan rippled across boarding area Then found incoming DCA everyone erupted cheers Thank WWII Korea vets bravery service pic twitter com HjdH GK,3,26,0,2,43,1,0,0,0,10, We told delayed groan rippled across boarding area Then found incoming DC everyone erupted cheers Thank WWII Korea vets bravery service pic twitter com  GK
checking in @SouthwestAir for #ATXTVs7 #ATXTVTag pic.twitter.com/lKIIZW9ASk,checking ATXTVs ATXTVTag pic twitter com lKIIZW ASk,0,9,0,0,7,0,0,0,2,4, checking   pic twitter com  Ask
"I’ve been so sad today that all I’ve been doing is sleeping because I’ve been calling the airport every 2hrs and no trace of my luggage anywhere All my valuable belongings and good clothes were in there, very disappointed @SouthwestAir",I sad today I sleeping I calling airport every hrs trace luggage anywhere All valuable belongings good clothes disappointed,0,16,2,2,36,1,0,0,0,5, I sad today I sleeping I calling airport every hrs trace luggage anywhere All valuable belongings good clothes disappointed
It was our honor to make sure the @AEMAdistrict6 Equipment Manager of the Year award got home safely to @AllenWright4 Big thanks to @SouthwestAir pic.twitter.com/1MWO8ltM5P,It honor make sure Equipment Manager Year award got home safely Big thanks pic twitter com MWO ltM P,1,21,0,3,22,1,0,0,0,4, It honor make sure Equipment Manager Year award got home safely Big thanks pic twitter com MOW ltd P
"LA——>Austin. I’m coming for you, @ATXFestival . Shout out to @SouthwestAir and their drink menu. #ATXTVs7 pic.twitter.com/EpCZgxRhLr",LA Austin I coming Shout drink menu ATXTVs pic twitter com EpCZgxRhLr,1,13,0,0,17,1,0,0,1,9, LA Austin I coming Shout drink menu  pic twitter com 
"Just to be clear, I’m not busting anyone’s chops! I just think it’s funny to call a plane full of drowsy people a party. But I love @ATXFestival , and @SouthwestAir ’s crew and social media peeps are lovely.",Just clear I busting anyone chops I think funny call plane full drowsy people party But I love crew social media peeps lovely,0,20,1,1,37,1,0,0,0,11, Just clear I busting anyone chops I think funny call plane full drowsy people party But I love crew social media peeps lovely
"Whatever. The 15 of us are gonna start our own little Rajneeshpuram in the sky. So I guess this @SouthwestAir flight is Wasco County, @ATXFestival is the Bhagwan, and Matt and I are Ma Anand Sheela. Only instead of poisoning everyone we’re just gonna bore ‘em to death.",Whatever The us gonna start little Rajneeshpuram sky So I guess flight Wasco County Bhagwan Matt I Ma Anand Sheela Only instead poisoning everyone gonna bore em death,0,24,1,0,47,1,0,0,0,10, Whatever The us gonna start little  sky So I guess flight Waco County Bandwagon Matt I Ma An and Sheila Only instead poisoning everyone gonna bore em death
"Oh, I’m having fun, don’t get me wrong, but this is a party plane in the same way that a handful of friends singing in the middle of a grocery store is a concert. @ATXFestival @SouthwestAir",Oh I fun get wrong party plane way handful friends singing middle grocery store concert,0,16,0,0,36,1,0,0,0,8, Oh I fun get wrong party plane way handful friends singing middle grocery store concert
"I am deeply saddened to say my 9 YEAR no puking streak, I repeat 9 years, has officially ended this morning. I would like to thank @SouthwestAir for the help, & also apologize to the staff & full flight of passengers for puking all over the plane.. dad sry about ur car too",I deeply saddened say YEAR puking streak I repeat years officially ended morning I would like thank help also apologize staff full flight passengers puking plane dad sry ur car,1,28,0,2,51,1,0,0,0,8, I deeply saddened say YEAR puking streak I repeat years officially ended morning I would like thank help also apologize staff full flight passengers puking plane dad yrs Ur car
It's twice the fun today! @SouthwestAir begins seasonal daily nonstop flying to @mco in Orlando and YEAR-ROUND daily nonstop flying to @flyLAXairport in Los Angeles! #flyOMA pic.twitter.com/17s1nWcJJd,It twice fun today begins seasonal daily nonstop flying Orlando YEAR ROUND daily nonstop flying Los Angeles flyOMA pic twitter com nWcJJd,2,24,0,1,26,1,0,0,1,9, It twice fun today begins seasonal daily nonstop flying Orlando YEAR ROUND daily nonstop flying Los Angeles mayfly pic twitter com 
Had a blast playing for some @SouthwestAir Rapid Rewards Members in San Diego last night! Check out Southwest’s Insta story for my takeover!,Had blast playing Rapid Rewards Members San Diego last night Check Southwest Insta story takeover,0,15,0,1,22,1,0,0,0,4, Had blast playing Rapid Rewards Members San Diego last night Check Southwest Inst story takeover
#ICYMI @SouthwestAir offering round-trip tickets for approximately $100 https:// bit.ly/2kSuWD7,ICYMI offering round trip tickets approximately https bit ly kSuWD,1,11,0,0,10,0,0,0,1,6, ICY MI offering round trip tickets approximately HTTP bit l Suwanee
The 3rd #737MAX test frame was getting its @SouthwestAir Rudder installed today. pic.twitter.com/6ObvizKdvl,The rd MAX test frame getting Rudder installed today pic twitter com ObvizKdvl,1,13,0,0,13,1,0,0,1,4, The rd MAX test frame getting Rudder installed today pic twitter com Obviation
Dear @SouthwestAir - Memorial Day Monday we flew with two kids from Albany to Vegas. We were SAVED by flight attendant Melissa Oldham. She got our kids handing out snacks and wearing aprons and helped a VERY road-weary family get through our longest leg of the day. Thank you!!!,Dear Memorial Day Monday flew two kids Albany Vegas We SAVED flight attendant Melissa Oldham She got kids handing snacks wearing aprons helped VERY road weary family get longest leg day Thank,2,30,0,2,47,1,0,0,0,7, Dear Memorial Day Monday flew two kids Albany Vegas We SAVED flight attendant Melissa Old ham She got kids handing snacks wearing aprons helped VERY road weary family get longest leg day Thank
Thanks @SouthwestAir for coming to the #TwitterTravels fair! pic.twitter.com/iMqT8LjWQx – at Twitter HQ,Thanks coming TwitterTravels fair pic twitter com iMqT LjWQx Twitter HQ,1,12,0,0,13,1,0,0,1,5, Thanks coming Twitter Travels fair pic twitter com Tim  Twitter HQ
"Weekend passes to @RuPaulsDragCon for me, wife, and daughter @SouthwestAir tickets to get us there Wife in the dark about what we have brewing for her bday These are very different family vacations than I took growing up but we are ready to: pic.twitter.com/vCNxjSZndB",Weekend passes wife daughter tickets get us Wife dark brewing bday These different family vacations I took growing ready pic twitter com vCNxjSZndB,0,23,1,1,42,1,0,0,0,6, Weekend passes wife daughter tickets get us Wife dark brewing bay These different family vacations I took growing ready pic twitter com 
I have about 9 @SouthwestAir flights this month and I’m gonna giggle every time this happens pic.twitter.com/rNl6ph7iRf,I flights month I gonna giggle every time happens pic twitter com rNl ph iRf,0,14,0,0,17,1,0,0,0,3, I flights month I gonna giggle every time happens pic twitter com rel f if
I find those scimitar winglets everyone goes crazy about. Also a bonus old school livery. #FSExpo @SouthwestAir pic.twitter.com/g8FIlaKJ5F,I find scimitar winglets everyone goes crazy Also bonus old school livery FSExpo pic twitter com g FIlaKJ F,0,19,1,1,16,1,0,0,1,5, I find scimitar wiglets everyone goes crazy Also bonus old school livery Expose pic twitter com g Filial F
Hey @southwestair loving your booth at the Twitter travel fair! #TwitterTravels pic.twitter.com/45nI5STEcp,Hey loving booth Twitter travel fair TwitterTravels pic twitter com nI STEcp,0,13,0,1,11,1,0,0,1,4, Hey loving booth Twitter travel fair Twitter Travels pic twitter com In Step
"Hey @SouthwestAir , want to fly me to Tel Aviv #Pride ? #TwitterTravels pic.twitter.com/W8yyUGD5Fo",Hey want fly Tel Aviv Pride TwitterTravels pic twitter com W yyUGD Fo,0,14,0,0,14,1,0,0,2,6, Hey want fly Tel Avis Pride Twitter Travels pic twitter com W Yugo F
Make sure you're ready for our #ATXTVTag Social Challenge! You can win major stuff from our sponsors @RokuPlayer @SouthwestAir @hulu plus great #ATXTVs7 merch. Bone up on the details: http:// atxfestival.com/tvtag/ pic.twitter.com/St9OvUz7vC,Make sure ready ATXTVTag Social Challenge You win major stuff sponsors plus great ATXTVs merch Bone details http atxfestival com tvtag pic twitter com St OvUz vC,0,29,0,3,29,1,0,0,2,12, Make sure ready  Social Challenge You win major stuff sponsors plus great  march Bone details HTTP festival com tag pic twitter com St Ovum v
"Hey @SouthwestAir ! If we win tickets for #twittertravels , can we bring this sweet Southwest employee we forced into our selfie? pic.twitter.com/70GX5EnFoQ – at Twitter Aviary",Hey If win tickets twittertravels bring sweet Southwest employee forced selfie pic twitter com GX EnFoQ Twitter Aviary,1,18,0,2,25,1,0,0,1,7, Hey If win tickets twitter travels bring sweet Southwest employee forced selfie pic twitter com G Enfold Twitter Aviary
