text,Unnamed: 14,Unnamed: 15,Unnamed: 16,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
"Suppose tomorrow was always gonna be chaotic but still gonna be some some night! Thank you to everybody offering to help with transfers for @ArdgowanHospice gig all sorted. No surprise @British_Airways after causing the hassle in first place offer no help, stay classy",,,,Suppose tomorrow always gonna chaotic still gonna night Thank everybody offering help transfers gig sorted No surprise causing hassle first place offer help stay classy,0,27,2,2,39,1,0,0,0,5, Suppose tomorrow always gonna chaotic still gonna night Thank everybody offering help transfers gig sorted No surprise causing hassle first place offer help stay classy
Excellent day Thanks to all! Education on how to get more passengers requiring special assistance in the air. @QEF1 @qef_tryb4ufly @graham_race @1Berry @British_Airways @OmniServLtd @RosemaryFrazer @rusperrich #WheelchAIRtravel #PaxEx #avgeek #travel #aviation 1/3 pic.twitter.com/u5KFG0lcMV,,,,Excellent day Thanks Education get passengers requiring special assistance air WheelchAIRtravel PaxEx avgeek travel aviation pic twitter com u KFG lcMV,1,33,0,1,32,1,0,0,5,17, Excellent day Thanks Education get passengers requiring special assistance air Wheelchair travel Poleaxe av geek travel aviation pic twitter com u KG LCM
"SUMMER: #BusinessClass from Mexico City, Mexico to the Greek island of Santorini for only $988 USD roundtrip with @British_Airways . https://www. secretflying.com/posts/business -class-from-mexico-city-mexico-to-the-greek-island-of-santorini-for-only-988-usd-roundtrip/ … pic.twitter.com/egqkTIhBFN",,,,SUMMER BusinessClass Mexico City Mexico Greek island Santorini USD roundtrip https www secretflying com posts business class mexico city mexico greek island santorini usd roundtrip pic twitter com egqkTIhBFN,2,31,0,0,25,1,0,0,1,11, SUMMER Business Class Mexico City Mexico Greek island Stentorian US round trip HTTP WWW secret flying com posts business class Mexico city Mexico Greek island stentorian us round trip pic twitter com 
Lovely flight and delightful crew on plane to Glasgow @British_Airways,,,,Lovely flight delightful crew plane Glasgow,0,8,0,2,8,1,0,0,0,1, Lovely flight delightful crew plane Glasgow
Arrived safely at @HeathrowAirport lots of duff trolleys at T5. Don’t think our @British_Airways flight could have parked on a more distant bus gate. Could be here some time waiting for bags too.,,,,Arrived safely lots duff trolleys T Don think flight could parked distant bus gate Could time waiting bags,0,19,0,1,32,1,0,0,0,6, Arrived safely lots duff trolleys T Don think flight could parked distant bus gate Could time waiting bags
"As the sun sets at @HeathrowAirport last night, one of @British_Airways newest aircraft (An Airbus A320neo) settles down for the night after arriving from Warsaw. #avgeeks pic.twitter.com/KI0WM5RGzh",,,,As sun sets last night one newest aircraft An Airbus A neo settles night arriving Warsaw avgeeks pic twitter com KI WM RGzh,2,23,0,0,27,1,0,0,1,8, As sun sets last night one newest aircraft An Airbus A no settles night arriving Warsaw av geeks pic twitter com CHI WM Burgh
We are delighted to announce @OasisTravelNI and @British_Airways as our travel partners for this year's @KillyleaghChoc They're going to be putting together some amazing trips to be auctioned on the night in aid of @NICancerFund pic.twitter.com/0QnUnvJO6u,,,,We delighted announce travel partners year They going putting together amazing trips auctioned night aid pic twitter com QnUnvJO u,0,23,0,2,34,1,0,0,0,7, We delighted announce travel partners year They going putting together amazing trips auctioned night aid pic twitter com  u
Hopefully at @British_Airways you will give a generous donation (as well as compensation to Martin) to the Hospice for your appalling behaviour - yet again - to your customers who rely on you for a reliable service.,,,,Hopefully give generous donation well compensation Martin Hospice appalling behaviour yet customers rely reliable service,0,17,1,3,33,1,0,0,0,6, Hopefully give generous donation well compensation Martin Hospice appalling behavior yet customers rely reliable service
Literally put 6months planning oot the window mate. Two cancelled flights in a week shambles,,,,Literally put months planning oot window mate Two cancelled flights week shambles,0,12,1,0,14,1,0,0,0,1, Literally put months planning too window mate Two canceled flights week shambles
I love @British_Airways,,,,I love,0,3,0,1,2,1,0,0,0,1, I love
Thank you @British_Airways for inviting @QEF1 to your home @HeathrowAirport with @OmniServLtd to show Occupational Therapists and experts how best support disabled passengers access #aviation @RocketGirlCoach @RosemaryFrazer @rusperrich @CP_Consortium @RunwayGirl @_AirlinerWorld pic.twitter.com/aGP2ESiJ4y,,,,Thank inviting home show Occupational Therapists experts best support disabled passengers access aviation pic twitter com aGP ESiJ,0,30,1,3,28,1,0,0,1,12, Thank inviting home show Occupational Therapists experts best support disabled passengers access aviation pic twitter com GP Essie
"Thank you @British_Airways , Samantha @1Berry & Team for your wonderful hospitality & to @QEF1 @qef_tryb4ufly for the opportunity to learn & share knowledge on flying as a PWD. Excellent day, loved it all #WheelchAIRtravel #PaxEx #avgeek great 2 see u @RosemaryFrazer https:// twitter.com/1berry/status/ 1011698753043132416 …",,,,Thank Samantha Team wonderful hospitality opportunity learn share knowledge flying PWD Excellent day loved WheelchAIRtravel PaxEx avgeek great see u https twitter com berry status,1,33,0,5,41,1,0,0,3,17, Thank Samantha Team wonderful hospitality opportunity learn share knowledge flying PD Excellent day loved Wheelchair travel Poleaxe av geek great see u HTTP twitter com berry status
Currently @British_Airways #london #TheDesertManor #PalmSprings #PalmDesert #LaQuinta #RanchoMirage #PalmSpringsDominatrix #PalmSpringsMistress #Temecula #InlandEmpireDominatrix #dominatrix #mistress #Goddess #femdom #domme #dommelife #dominatrixworship @rtfindom @RTFindomPromo pic.twitter.com/Kmj0XRoEqX,,,,Currently london TheDesertManor PalmSprings PalmDesert LaQuinta RanchoMirage PalmSpringsDominatrix PalmSpringsMistress Temecula InlandEmpireDominatrix dominatrix mistress Goddess femdom domme dommelife dominatrixworship pic twitter com Kmj XRoEqX,0,27,0,0,22,1,0,0,17,21, Currently London Desertification Palm Springs Palm Desert Quintilian Anchorage Dominatrix Postmistress Emasculate Interdenominational dominatrix mistress Goddess fiefdom dome midlife dominatrix worship pic twitter com Km 
Miserable day here. Seems the snow is finally done though! #CYQX pic.twitter.com/u6UmPLM7eT,,,,Miserable day Seems snow finally done though CYQX pic twitter com u UmPLM eT,1,14,1,0,11,1,0,0,1,4, Miserable day Seems snow finally done though COCCYX pic twitter com u Plump ET
"For passengers of @Fly_Norwegian Flght 1820 Providence-Cork, your flight is scheduled to depart 2330. For passengers of @British_Airways Flght 2262 Kingston-London Gatwick, your flight is scheduled to depart at 2145. We appreciate your patience under the circumstances.",,,,For passengers Flght Providence Cork flight scheduled depart For passengers Flght Kingston London Gatwick flight scheduled depart We appreciate patience circumstances,0,22,0,2,35,1,0,0,0,8, For passengers Flight Providence Cork flight scheduled depart For passengers Flight Kingston London Garrick flight scheduled depart We appreciate patience circumstances
Today's Daily Mail advertisers include @British_Airways @EE @Plusnet @Dell @ROLCruiseLtd @Stannah @AcornStairlifts @AquabilityTTC @ImagineCruising,,,,Today Daily Mail advertisers include,0,15,0,0,14,1,0,0,0,10, Today Daily Mail advertisers include
4 Queens of @British_Airways pic.twitter.com/DLlLwxbpVt,,,,Queens pic twitter com DLlLwxbpVt,0,7,0,0,5,1,0,0,0,2, Queens pic twitter com 
Both of you suck @HeathrowAirport @British_Airways,,,,Both suck,0,4,1,0,5,1,0,0,0,2, Both suck
"At a time when it was still fairly new, @British_Airways @airbus #A321 G-EUXL arriving at @HeathrowAirport in May 2008 http://www. joelvogt.net/aviation/spott erbrowser/imgview.php?id=7253 … #avgeek #aviation #travel #London #Heathrow #HeathrowAirport pic.twitter.com/LYQWbduOr1",,,,At time still fairly new A G EUXL arriving May http www joelvogt net aviation spott erbrowser imgview php id avgeek aviation travel London Heathrow HeathrowAirport pic twitter com LYQWbduOr,1,32,0,1,29,1,0,0,7,17, At time still fairly new A G HUXLEY arriving May HTTP WWW Joel net aviation sport er browser viewing pp id av geek aviation travel London Heath row Airport pic twitter com 
"Making @HeathrowAirport a hub does not help UK residents it only helps the airport & @British_Airways . @GregHands is right, expansion of other London & regional airports is a much better solution.",,,,Making hub help UK residents helps airport right expansion London regional airports much better solution,1,19,0,1,31,1,0,0,0,8, Making hub help UK residents helps airport right expansion London regional airports much better solution
What a glorious day for #planespotting - Feat. @British_Airways #AirbusA380 #GXLEJ @DaveWallsworth @HeathrowAirport @LhrPlane @FOHeming @montannaapril @andrewpeeluk pic.twitter.com/djvMN4aEi1,,,,What glorious day planespotting Feat AirbusA GXLEJ pic twitter com djvMN aEi,1,19,0,1,17,1,0,0,3,13, What glorious day plane spotting Feat Airbus A AXLE pic twitter com  lei
"Was in a mood landing in Gatwick 11pm to realize @British_Airways lost my bag. But, plus side: Arrived to a flat cleaner than I left it, my plants potted (didnt realize thats a thing), fridge filled, & new shelves (literally) in my pantry @LoobeyLoo you’re a special human",,,,Was mood landing Gatwick pm realize lost bag But plus side Arrived flat cleaner I left plants potted didnt realize thats thing fridge filled new shelves literally pantry special human,0,30,1,1,46,1,0,0,0,12, Was mood landing Garrick pm realize lost bag But plus side Arrived flat cleaner I left plants potted dint realize thatch thing fridge filled new shelves literally pantry special human
"""You must not lose faith in humanity. Humanity is an #ocean ; if a few drops of the ocean are dirty, the ocean does not become dirty."" - #Gandhi #TravelTuesday #travel #CapeTown #southafrica cc @robben_island @TedNguyen @MrScottEddy @British_Airways @CapeTown pic.twitter.com/bafAasn0FN",,,,You must lose faith humanity Humanity ocean drops ocean dirty ocean become dirty Gandhi TravelTuesday travel CapeTown southafrica cc pic twitter com bafAasn FN,1,30,1,1,38,1,0,0,6,18, You must lose faith humanity Humanity ocean drops ocean dirty ocean become dirty Gandhi Travel Tuesday travel Cape Town Southampton cc pic twitter com Barnabas F
"If they give you a hard time boarding with it, just put it on and get in line and let the cards fall where they may",,,,If give hard time boarding put get line let cards fall may,0,11,2,0,24,1,0,0,0,1, If give hard time boarding put get line let cards fall may
Next stop @adidas x @British_Airways pic.twitter.com/Lne5qBirJc,,,,Next stop x pic twitter com Lne qBirJc,0,11,0,0,6,1,0,0,0,3, Next stop x pic twitter com Len 
Marvellous views over the Gulf of Mexico as we approach the Yucatan peninsula and our destination Mexico City #CDMX #pilotview #pilotlife #avgeek #B787 @British_Airways pic.twitter.com/SyoVnVWn7S,,,,Marvellous views Gulf Mexico approach Yucatan peninsula destination Mexico City CDMX pilotview pilotlife avgeek B pic twitter com SyoVnVWn S,1,21,0,1,24,1,0,0,5,7, Marvelous views Gulf Mexico approach Yucatan peninsula destination Mexico City CD pilot view pilot life av geek B pic twitter com Synovial S
"Time for @British_Airways to take a leaf from @VikingCruises customer service book. #Danube blocked due to an accident, yet everything possible done for us to carry on our #cruise with as little disruption as possible. Awesome job guys - some very happy customers @VikingTradeUK",,,,Time take leaf customer service book Danube blocked due accident yet everything possible done us carry cruise little disruption possible Awesome job guys happy customers,0,29,1,2,41,1,0,0,2,9, Time take leaf customer service book Danube blocked due accident yet everything possible done us carry cruise little disruption possible Awesome job guys happy customers
"Bye bye France, you gorgeous thing you. Biggups @British_Airways flight crew Helen on BA0345 who looked after my friend who felt a lil’ bit anxious. Lovely work pic.twitter.com/u0Uy8skKnL",,,,Bye bye France gorgeous thing Biggups flight crew Helen BA looked friend felt lil bit anxious Lovely work pic twitter com u Uy skKnL,1,26,0,3,25,1,0,0,0,6, Bye bye France gorgeous thing Biggies flight crew Helen BA looked friend felt ill bit anxious Lovely work pic twitter com u Ut skinless
Nudging in front of a patient #767 for take off on 27R to #Milan MXP Beautiful #CAVOK day to fly with @British_Airways pic.twitter.com/JPTtBFsVaT,,,,Nudging front patient take R Milan MXP Beautiful CAVOK day fly pic twitter com JPTtBFsVaT,2,17,0,2,21,1,0,0,3,5, Nudging front patient take R Milan MP Beautiful CAVORT day fly pic twitter com 
The Queen of the skies departing LHR taking a few hundred passengers across the world. @British_Airways @Boeing #boeing #avgeek #boeinglovers pic.twitter.com/vNvEdHa0RE,,,,The Queen skies departing LHR taking hundred passengers across world boeing avgeek boeinglovers pic twitter com vNvEdHa RE,2,19,0,0,21,1,0,0,3,7, The Queen skies departing HR taking hundred passengers across world Boeing av geek overseeing pic twitter com Vedanta RE
"Homeward bound @British_Airways with my gorgeous gals - all full of cheese, rosé & that warm fuzzy feeling you get from being with your bezzies @ProducerAnna77 @MeganCarver pic.twitter.com/fsGzsl5F1i",,,,Homeward bound gorgeous gals full cheese ros warm fuzzy feeling get bezzies pic twitter com fsGzsl F,0,21,1,2,25,1,0,0,0,8, Homeward bound gorgeous gals full cheese rps warm fuzzy feeling get prezzies pic twitter com  F
"@philvickerytv @alex_cruz @British_Airways 19 pages of M&S on board food, 1 item is gluten free, been raising this for 3yrs even when it was free & still nothing’s changed I bet I’ll get the standard reply thank you for your feedback we will pass it on to our catering team! pic.twitter.com/SzY3HU4CGY",,,,pages M S board food item gluten free raising yrs even free still nothing changed I bet I get standard reply thank feedback pass catering team pic twitter com SzY HU CGY,2,33,0,2,49,1,0,0,0,11, pages M S board food item gluten free raising yrs even free still nothing changed I bet I get standard reply thank feedback pass catering team pic twitter com Say HEW CG
"As we coast in from Los Angeles, @British_Airways A380 G-XLEC heads out over Machrihanish in the opposite direction to @flyLAXairport . @DaveWallsworth @grahamsturgeon @APilotsEye pic.twitter.com/ibbXpoTzMJ",,,,As coast Los Angeles A G XLEC heads Machrihanish opposite direction pic twitter com ibbXpoTzMJ,1,19,0,0,25,1,0,0,0,9, As coast Los Angeles A G ALEC heads Anachronism opposite direction pic twitter com 
Treated to another beautiful sunset @heathrow_airport last night after landing back from #mykonos @british_airways #sunset #aviation #airbus #flying #airport #avgeek #flyba #aviationphotography #heathrow #terminal5 #nofilter https:// ift.tt/2MijpZF pic.twitter.com/xaaM4Vyqsy,,,,Treated another beautiful sunset last night landing back mykonos sunset aviation airbus flying airport avgeek flyba aviationphotography heathrow terminal nofilter https ift tt MijpZF pic twitter com xaaM Vyqsy,0,33,0,1,27,1,0,0,12,17, Treated another beautiful sunset last night landing back kimonos sunset aviation airbus flying airport av geek flyby aviation photography heath row terminal no filter HTTP fit rt  pic twitter com exam 
Love the fact the @British_Airways are all becoming more social. Way more engaging and humanises the experience... https:// twitter.com/benwhitworth1/ status/1011172125670068224 …,,,,Love fact becoming social Way engaging humanises experience https twitter com benwhitworth status,0,15,0,2,19,1,0,0,0,7, Love fact becoming social Way engaging humanities experience HTTP twitter com creditworthy status
When a @British_Airways pilot declares an emergency with his modem..... #tech #britishairways #MondayMotivation #heatwave #RailMayhem #HeathrowExpansion #travel @HeathrowAirport #airports #heathrow #comedy #flying #pilots pic.twitter.com/fS3SZgSqgh,,,,When pilot declares emergency modem tech britishairways MondayMotivation heatwave RailMayhem HeathrowExpansion travel airports heathrow comedy flying pilots pic twitter com fS SZgSqgh,0,24,1,0,23,1,0,0,12,16, When pilot declares emergency modem tech Britisher Monday Motivation heatwave Rail Mayhem Expansionist travel airports heath row comedy flying pilots pic twitter com f 
Yesterday’s Mykonos team @British_Airways pic.twitter.com/KJ4hr0NMVC – at Mykonos National Airport (JMK) Κρατικός Αερολιμένας Μυκόνου,,,,Yesterday Mykonos team pic twitter com KJ hr NMVC Mykonos National Airport JMK,3,15,0,0,14,1,0,0,0,8, Yesterday Kimonos team pic twitter com K hr NM Kimonos National Airport MK
"Stills from Flight VR, a collaboration with @VisualLane made in @UnrealEngine #VR #VirtualReality #UnrealEngine #interactive #motiongraphics #nvidia #Boeing #flight @British_Airways @AmericanAir @Boeing @Airbus @KLM @emirates @Delta @lufthansa https:// vimeo.com/276318878 pic.twitter.com/PKeDt5gncL",,,,Stills Flight VR collaboration made VR VirtualReality UnrealEngine interactive motiongraphics nvidia Boeing flight https vimeo com pic twitter com PKeDt gncL,2,32,0,0,30,1,0,0,8,22, Stills Flight V collaboration made V Virtual Reality Unreal Engine interactive motion graphics Dravidian Boeing flight HTTP vireo com pic twitter com Trekked encl
#AMinuteWithMatt @ATSRalph looks at why your told by @British_Airways to put your own oxygen mask on 1st and why as biz leaders this is good advice This #MondayMotivation #r4today this isn’t #LoveIsland values but common sense for how you deal with stress to beat #MondayBlues pic.twitter.com/ch4LBBFOHN,,,,AMinuteWithMatt looks told put oxygen mask st biz leaders good advice This MondayMotivation r today LoveIsland values common sense deal stress beat MondayBlues pic twitter com ch LBBFOHN,1,30,1,1,44,1,0,0,5,9, Minuteman looks told put oxygen mask st biz leaders good advice This Monday Motivation r today Love Island values common sense deal stress beat Monday Blues pic twitter com ch 
Out of office... @British_Airways @HeathrowAirport pic.twitter.com/WXqCWDK0of,,,,Out office pic twitter com WXqCWDK,0,8,0,0,6,1,0,0,0,4, Out office pic twitter com 
A fantastic sunset to end the 3 day tour. #heathrowbound #channelislands #flyba @British_Airways pic.twitter.com/RAP7v3jjPo,,,,A fantastic sunset end day tour heathrowbound channelislands flyba pic twitter com RAP v jjPo,1,16,0,1,13,1,0,0,3,6, A fantastic sunset end day tour earthbound channel islands flyby pic twitter com RAP v JP
So much going on #BusinessFest it's amazing Companies like @Laduma & @British_Airways sharing latest technology to enhance business @investliverpool #Technology https:// twitter.com/Marie_Moller/s tatus/1010457036319068162 …,,,,So much going BusinessFest amazing Companies like sharing latest technology enhance business Technology https twitter com Marie Moller tatus,0,22,0,3,21,1,0,0,2,11, So much going Business Fest amazing Companies like sharing latest technology enhance business Technology HTTP twitter com Marie Miller tats
Great evening celebrating Hubert #Parry @StMNewlands in Glasgow. Back to @glyndebourne overnight to continue celebrating #Debussy ahead of opening night of #Pelleas this week. I wonder if these two centenarians ever met? Thanks to @British_Airways @CalSleeper for the transport! pic.twitter.com/U5CK1VM7vs,,,,Great evening celebrating Hubert Parry Glasgow Back overnight continue celebrating Debussy ahead opening night Pelleas week I wonder two centenarians ever met Thanks transport pic twitter com U CK VM vs,2,35,0,2,38,1,0,0,3,12, Great evening celebrating Hubert Parry Glasgow Back overnight continue celebrating Debussy ahead opening night Pellets week I wonder two centenarians ever met Thanks transport pic twitter com U CK CM vs
My dining experience of the week with Taste of Santa Monica hosted by @GoSantaMonica Fairmont Miramar Hotel & Bungalows @FairmontMiramar Hotel Shangrila @hotelshangrila and British Airways @British_Airways at @FadeStSocial @SilvijaTravel #visitsantamonica http:// silvijatraveltips.com/my-dining-expe rience-of-the-week-with-a-taste-of-santa-monica/ … pic.twitter.com/eMUugaZLDM,,,,My dining experience week Taste Santa Monica hosted Fairmont Miramar Hotel Bungalows Hotel Shangrila British Airways visitsantamonica http silvijatraveltips com dining expe rience week taste santa monica pic twitter com eMUugaZLDM,0,37,0,0,36,1,0,0,1,13, My dining experience week Taste Santa Monica hosted Firmament Mira mar Hotel Bungalows Hotel Shanghai British Airways antagonistically HTTP  com dining exp prurience week taste Santa Monica pic twitter com 
". @British_Airways first experience. 1 hour, delayed by already 3 hours. Bye bye Sunday afternoon in London",,,,first experience hour delayed already hours Bye bye Sunday afternoon London,0,13,1,0,16,1,0,0,0,5, first experience hour delayed already hours Bye bye Sunday afternoon London
Massive thank you to @British_Airways and @Gatwick_Airport for all the support you gave to my 7 year old brother Harri who has autism and helping him enjoy a fab holiday @sani_resort Halkidiki (he is the one in the middle) pic.twitter.com/a4eUUlPmJx,,,,Massive thank support gave year old brother Harri autism helping enjoy fab holiday Halkidiki one middle pic twitter com eUUlPmJx,0,26,0,4,36,1,0,0,0,6, Massive thank support gave year old brother Harris autism helping enjoy fab holiday Chalkiness one middle pic twitter com 
“Im all packed” @British_Airways excited for my 1st time flying with you guys today! Off on holiday for a week from @AladdinLondon off to see my friend! This #genie and #Babkak is over and out!!! Bye London! xxx pic.twitter.com/yPzks8hs5z,,,,Im packed excited st time flying guys today Off holiday week see friend This genie Babkak Bye London xxx pic twitter com yPzks hs z,0,26,0,1,38,1,0,0,2,11, In packed excited st time flying guys today Off holiday week see friend This genie Kaaba Bye London xxx pic twitter com Ypres HS z
We had this beautiful view for hours last night as we ran with the sun across the globe. @British_Airways pic.twitter.com/VdgDKpjqvi,,,,We beautiful view hours last night ran sun across globe pic twitter com VdgDKpjqvi,0,15,0,1,19,1,0,0,0,3, We beautiful view hours last night ran sun across globe pic twitter com 
Thank you @British_Airways for the upgrade from @CapeTown this morning. Nice way to end the weekend trip to watch @EnglandRugby win #sportisgreat #RSAvENG #ukafricatrade,,,,Thank upgrade morning Nice way end weekend trip watch win sportisgreat RSAvENG ukafricatrade,0,17,0,3,21,1,0,0,3,7, Thank upgrade morning Nice way end weekend trip watch win sportiness Avenger denitrification
"One of @DaveWallsworth ‘s toys parked opposite my ride today passing through HKG, The Legend - LEJ? @British_Airways pic.twitter.com/JSYgrJS7Er",,,,One toys parked opposite ride today passing HKG The Legend LEJ pic twitter com JSYgrJS Er,2,18,0,0,19,1,0,0,0,7, One toys parked opposite ride today passing KG The Legend LEE pic twitter com  Er
#BA32 #G -XLEK #LED #Zep #Landing #27L #FirstFlightOfTheDayToLand #HKG To #LHR @British_Airways @HeathrowAirport @a380fanclub Welcome Home @DaveWallsworth pic.twitter.com/TIo6lwkm2O,,,,BA G XLEK LED Zep Landing L FirstFlightOfTheDayToLand HKG To LHR Welcome Home pic twitter com TIo lwkm O,5,22,0,1,17,1,0,0,9,15, BA G LEEK LED Zen Landing L  KG To HR Welcome Home pic twitter com Io Walkman O
Loving #davegrohl choice of @British_Airways outfit on #LateLateShow with @JKCorden pic.twitter.com/VGlHxQqxU3,,,,Loving davegrohl choice outfit LateLateShow pic twitter com VGlHxQqxU,0,12,0,1,10,1,0,0,2,5, Loving Davenport choice outfit Tessellate pic twitter com 
Unbelievable considering the money we spend with them every week across all the businesses,,,,Unbelievable considering money spend every week across businesses,0,8,1,0,13,1,0,0,0,0, Unbelievable considering money spend every week across businesses
This is 1 shit airline - loyalty means nothing - overbooked flight and 6 of us inc 4 kids not able to go on hols @AerLingus @British_Airways pic.twitter.com/VtoNjL5Rco,,,,This shit airline loyalty means nothing overbooked flight us inc kids able go hols pic twitter com VtoNjL Rco,0,21,1,1,26,1,0,0,0,5, This shit airline loyalty means nothing overbooked flight us inc kids able go hols pic twitter com VTOL Co
OKC-Glasgow on @AmericanAir & @British_Airways for @Inside_TheRopes SlobberKnocker Sessions tour. Info at http:// insidethetopes.co.uk . #WestwoodOne pic.twitter.com/LNxoqz3vQ0,,,,OKC Glasgow SlobberKnocker Sessions tour Info http insidethetopes co uk WestwoodOne pic twitter com LNxoqz vQ,1,21,0,0,17,1,0,0,1,11, KC Glasgow Slobber Knocker Sessions tour Info HTTP inconsiderateness co UK Woodenness pic twitter com  v
Another airport another delay c/o @British_Airways the airborne equivalent of Southern Rail! Great auditions today for @rosebruford – at Edinburgh Airport,,,,Another airport another delay c airborne equivalent Southern Rail Great auditions today Edinburgh Airport,0,17,1,1,19,1,0,0,0,5, Another airport another delay c airborne equivalent Southern Rail Great auditions today Edinburgh Airport
"Captains log hour 2: Been stuck on the runway for 2 hours, something is broken on the plane. No air flow. Too much body heat and mouth breathing going on. @British_Airways",,,,Captains log hour Been stuck runway hours something broken plane No air flow Too much body heat mouth breathing going,0,19,2,0,29,1,0,0,0,6, Captains log hour Been stuck runway hours something broken plane No air flow Too much body heat mouth breathing going
"Credit where it’s due, @British_Airways flight today the best I’ve ever experienced. Completely, effortlessly perfect. Back home in Madrid to relax before both the football AND the French Grand Prix tomorrow A divine weekend after a pretty shitty week. De Madrid al ciel",,,,Credit due flight today best I ever experienced Completely effortlessly perfect Back home Madrid relax football AND French Grand Prix tomorrow A divine weekend pretty shitty week De Madrid al ciel,1,30,0,5,38,1,0,0,0,8, Credit due flight today best I ever experienced Completely effortlessly perfect Back home Madrid relax football AND French Grand Pr ix tomorrow A divine weekend pretty shitty week DE Madrid AL Riel
Off on a long trek over the sea to #Mexico @British_Airways #B787 #pilotlife pic.twitter.com/iVWIPinkSV,,,,Off long trek sea Mexico B pilotlife pic twitter com iVWIPinkSV,0,12,0,0,14,1,0,0,3,5, Off long trek sea Mexico B pilot life pic twitter com 
11h50m for LED Zep G-XLED A380 from Hong Kong to @HeathrowAirport tonight as BA32. Hoping for some nice views on departure and arrival. @British_Airways pic.twitter.com/e3L8eDPgTZ,,,,h LED Zep G XLED A Hong Kong tonight BA Hoping nice views departure arrival pic twitter com e L eDPgTZ,3,23,0,2,23,1,0,0,0,6, h LED Zen G LED A Hong Kong tonight BA Hoping nice views departure arrival pic twitter com e L 
Left my luggage in overhead locker. Thank you @British_Airways for reuniting me with it before my connecting flight !,,,,Left luggage overhead locker Thank reuniting connecting flight,0,10,0,1,18,1,0,0,0,3, Left luggage overhead locker Thank reuniting connecting flight
Flying back from Barcelona with @British_Airways after an awesome weeks holiday This isnt an emotional post its more of a post of how embarrassing it is 2 have our national airline offer such bad customer service...just disappointing They should lift their game or drop the name,,,,Flying back Barcelona awesome weeks holiday This isnt emotional post post embarrassing national airline offer bad customer service disappointing They lift game drop name,0,24,3,1,42,1,0,0,0,2, Flying back Barcelona awesome weeks holiday This inst emotional post post embarrassing national airline offer bad customer service disappointing They lift game drop name
"All Day I Dream of Deeper Sounds. A monthly radio show on long-haul @British_Airways flights. Each month two artists from the label create their own journeys for you to enjoy! Listen to favourites such as @leebu , @YokoOMusic ​, @hoj808 , @GorjeHewek & @Izhevski and many more. pic.twitter.com/uPEJWeLsWu",,,,All Day I Dream Deeper Sounds A monthly radio show long haul flights Each month two artists label create journeys enjoy Listen favourites many pic twitter com uPEJWeLsWu,0,31,0,0,48,1,0,0,0,16, All Day I Dream Deeper Sounds A monthly radio show long haul flights Each month two artists label create journeys enjoy Listen favorites many pic twitter com 
"from the Tower, also from this morning pic.twitter.com/5KLSzunl4P",,,,Tower also morning pic twitter com KLSzunl P,0,8,0,0,8,1,0,0,0,2, Tower also morning pic twitter com  P
How great are unexpected flight upgrades?! I’m just back from Russia and my way out was upgraded to Business Thanks @British_Airways ! PS - check out my blog post for some BA tips: https:// buff.ly/2KuP3mu #travel #travelblogger #traveltips #traveler #traveling #travelblog pic.twitter.com/pZGYuW8ZP3,,,,How great unexpected flight upgrades I back Russia way upgraded Business Thanks PS check blog post BA tips https buff ly KuP mu travel travelblogger traveltips traveler traveling travelblog pic twitter com pZGYuW ZP,3,34,1,2,39,1,0,0,6,15, How great unexpected flight upgrades I back Russia way upgraded Business Thanks PS check blog post BA tips HTTP buff l K Up mu travel travel blogger travel tips traveler traveling travel blog pic twitter com  Z
@British_Airways Boeing 777 landing during storm at DFW WATCH VIDEO http:// youtube.com/JustPlanes #avgeek #british #boeing #dfw #777 pic.twitter.com/0kVghWTOCp,,,,Boeing landing storm DFW WATCH VIDEO http youtube com JustPlanes avgeek british boeing dfw pic twitter com kVghWTOCp,3,20,0,0,18,1,0,0,5,9, Boeing landing storm FWD WATCH VIDEO HTTP you tube com Just Planes av geek British Boeing fwd pic twitter com 
". @British_Airways can you fly Boeing instead, please. Ta.",,,,fly Boeing instead please Ta,0,7,0,0,9,1,0,0,0,5, fly Boeing instead please Ta
"#Gibraltar - this evening's @British_Airways landing on Runway 09 to a warm, hazy Rock - at 9pm it's 25C. #Avgeek pic.twitter.com/RJbR4rPozj",,,,Gibraltar evening landing Runway warm hazy Rock pm C Avgeek pic twitter com RJbR rPozj,0,17,1,0,20,1,0,0,2,10, Gibraltar evening landing Runway warm hazy Rock pm C Av geek pic twitter com Rubric torpor
"Well that was odd. A senior cabin crew member on my flight from GRU >> LHR came over and said hi to me by name. I thought the angry tweets at @British_Airways had caught up with me, but she just wanted to thank me for flying with them a lot . Thanks Jan on BA246",,,,Well odd A senior cabin crew member flight GRU LHR came said hi name I thought angry tweets caught wanted thank flying lot Thanks Jan BA,3,26,1,2,52,1,0,0,0,6, Well odd A senior cabin crew member flight GREW HR came said hi name I thought angry tweets caught wanted thank flying lot Thanks Jan BA
